,LAND,TID,INDHOLD,SITC
1753,Kenya,2020,7204,Kemikalier og relaterede produkter
1754,Kenya,2021,10096,Kemikalier og relaterede produkter
1766,Kina,2018,3508792,Kemikalier og relaterede produkter
1767,Kina,2019,3231313,Kemikalier og relaterede produkter
1768,Kina,2020,4173525,Kemikalier og relaterede produkter
1769,Kina,2021,7754768,Kemikalier og relaterede produkter
1781,Kirgisistan,2018,0,Kemikalier og relaterede produkter
1782,Kirgisistan,2019,0,Kemikalier og relaterede produkter
1783,Kirgisistan,2020,0,Kemikalier og relaterede produkter
1784,Kirgisistan,2021,7,Kemikalier og relaterede produkter
1796,Kosovo,2018,56,Kemikalier og relaterede produkter
1797,Kosovo,2019,0,Kemikalier og relaterede produkter
1798,Kosovo,2020,0,Kemikalier og relaterede produkter
1799,Kosovo,2021,0,Kemikalier og relaterede produkter
1811,Kroatien,2018,116564,Kemikalier og relaterede produkter
1812,Kroatien,2019,60252,Kemikalier og relaterede produkter
1813,Kroatien,2020,76021,Kemikalier og relaterede produkter
1814,Kroatien,2021,128291,Kemikalier og relaterede produkter
1826,Kuwait,2018,0,Kemikalier og relaterede produkter
1827,Kuwait,2019,2,Kemikalier og relaterede produkter
1828,Kuwait,2020,1,Kemikalier og relaterede produkter
1829,Kuwait,2021,17,Kemikalier og relaterede produkter
1841,Laos,2018,0,Kemikalier og relaterede produkter
1842,Laos,2019,0,Kemikalier og relaterede produkter
1843,Laos,2020,0,Kemikalier og relaterede produkter
1844,Laos,2021,0,Kemikalier og relaterede produkter
1856,Lesotho,2018,0,Kemikalier og relaterede produkter
1857,Lesotho,2019,0,Kemikalier og relaterede produkter
1858,Lesotho,2020,0,Kemikalier og relaterede produkter
1859,Lesotho,2021,0,Kemikalier og relaterede produkter
1871,Letland,2018,203954,Kemikalier og relaterede produkter
1872,Letland,2019,174881,Kemikalier og relaterede produkter
1873,Letland,2020,295653,Kemikalier og relaterede produkter
1874,Letland,2021,479889,Kemikalier og relaterede produkter
1886,Libanon,2018,27,Kemikalier og relaterede produkter
1887,Libanon,2019,35,Kemikalier og relaterede produkter
1888,Libanon,2020,38,Kemikalier og relaterede produkter
1889,Libanon,2021,14861,Kemikalier og relaterede produkter
1901,Liberia,2018,0,Kemikalier og relaterede produkter
1902,Liberia,2019,0,Kemikalier og relaterede produkter
1903,Liberia,2020,0,Kemikalier og relaterede produkter
1904,Liberia,2021,0,Kemikalier og relaterede produkter
1916,Libyen,2018,0,Kemikalier og relaterede produkter
1917,Libyen,2019,2,Kemikalier og relaterede produkter
1918,Libyen,2020,0,Kemikalier og relaterede produkter
1919,Libyen,2021,0,Kemikalier og relaterede produkter
1931,Liechtenstein,2018,4342,Kemikalier og relaterede produkter
1932,Liechtenstein,2019,4187,Kemikalier og relaterede produkter
1933,Liechtenstein,2020,5136,Kemikalier og relaterede produkter
1934,Liechtenstein,2021,2062,Kemikalier og relaterede produkter
1946,Litauen,2018,781630,Kemikalier og relaterede produkter
1947,Litauen,2019,616365,Kemikalier og relaterede produkter
1948,Litauen,2020,681639,Kemikalier og relaterede produkter
1949,Litauen,2021,973770,Kemikalier og relaterede produkter
1961,Luxembourg,2018,51868,Kemikalier og relaterede produkter
1962,Luxembourg,2019,70724,Kemikalier og relaterede produkter
1963,Luxembourg,2020,66767,Kemikalier og relaterede produkter
1964,Luxembourg,2021,101576,Kemikalier og relaterede produkter
1976,Macao,2018,0,Kemikalier og relaterede produkter
1977,Macao,2019,0,Kemikalier og relaterede produkter
1978,Macao,2020,0,Kemikalier og relaterede produkter
1979,Macao,2021,0,Kemikalier og relaterede produkter
1991,Madagaskar,2018,0,Kemikalier og relaterede produkter
1992,Madagaskar,2019,0,Kemikalier og relaterede produkter
1993,Madagaskar,2020,0,Kemikalier og relaterede produkter
1994,Madagaskar,2021,0,Kemikalier og relaterede produkter
2006,Malawi,2018,0,Kemikalier og relaterede produkter
2007,Malawi,2019,0,Kemikalier og relaterede produkter
2008,Malawi,2020,0,Kemikalier og relaterede produkter
2009,Malawi,2021,0,Kemikalier og relaterede produkter
2021,Malaysia,2018,92729,Kemikalier og relaterede produkter
2022,Malaysia,2019,69865,Kemikalier og relaterede produkter
2023,Malaysia,2020,132513,Kemikalier og relaterede produkter
2024,Malaysia,2021,172694,Kemikalier og relaterede produkter
2036,Maldiverne,2018,0,Kemikalier og relaterede produkter
2037,Maldiverne,2019,0,Kemikalier og relaterede produkter
2038,Maldiverne,2020,0,Kemikalier og relaterede produkter
2039,Maldiverne,2021,0,Kemikalier og relaterede produkter
2051,Mali,2018,0,Kemikalier og relaterede produkter
2052,Mali,2019,359,Kemikalier og relaterede produkter
2053,Mali,2020,0,Kemikalier og relaterede produkter
2054,Mali,2021,0,Kemikalier og relaterede produkter
2066,Malta,2018,107698,Kemikalier og relaterede produkter
2067,Malta,2019,98539,Kemikalier og relaterede produkter
2068,Malta,2020,131660,Kemikalier og relaterede produkter
2069,Malta,2021,158587,Kemikalier og relaterede produkter
2081,Marokko,2018,1841,Kemikalier og relaterede produkter
2082,Marokko,2019,2778,Kemikalier og relaterede produkter
2083,Marokko,2020,1807,Kemikalier og relaterede produkter
2084,Marokko,2021,1507,Kemikalier og relaterede produkter
2096,Marshalløerne,2018,0,Kemikalier og relaterede produkter
2097,Marshalløerne,2019,0,Kemikalier og relaterede produkter
2098,Marshalløerne,2020,0,Kemikalier og relaterede produkter
2099,Marshalløerne,2021,0,Kemikalier og relaterede produkter
2111,Martinique,2018,0,Kemikalier og relaterede produkter
2112,Martinique,2019,0,Kemikalier og relaterede produkter
2113,Martinique,2020,0,Kemikalier og relaterede produkter
2114,Martinique,2021,0,Kemikalier og relaterede produkter
2126,Mauritanien,2018,0,Kemikalier og relaterede produkter
2127,Mauritanien,2019,0,Kemikalier og relaterede produkter
2128,Mauritanien,2020,0,Kemikalier og relaterede produkter
2129,Mauritanien,2021,0,Kemikalier og relaterede produkter
2141,Mauritius,2018,0,Kemikalier og relaterede produkter
2142,Mauritius,2019,0,Kemikalier og relaterede produkter
2143,Mauritius,2020,0,Kemikalier og relaterede produkter
2144,Mauritius,2021,6,Kemikalier og relaterede produkter
2156,Mayotte,2018,0,Kemikalier og relaterede produkter
2157,Mayotte,2019,0,Kemikalier og relaterede produkter
2158,Mayotte,2020,0,Kemikalier og relaterede produkter
2159,Mayotte,2021,0,Kemikalier og relaterede produkter
2171,Melilla,2018,0,Kemikalier og relaterede produkter
2172,Melilla,2019,0,Kemikalier og relaterede produkter
2173,Melilla,2020,0,Kemikalier og relaterede produkter
2174,Melilla,2021,0,Kemikalier og relaterede produkter
2186,Mexico,2018,77754,Kemikalier og relaterede produkter
2187,Mexico,2019,68924,Kemikalier og relaterede produkter
2188,Mexico,2020,35766,Kemikalier og relaterede produkter
2189,Mexico,2021,74501,Kemikalier og relaterede produkter
2201,Mikronesiske Stater,2018,0,Kemikalier og relaterede produkter
2202,Mikronesiske Stater,2019,0,Kemikalier og relaterede produkter
2203,Mikronesiske Stater,2020,0,Kemikalier og relaterede produkter
2204,Mikronesiske Stater,2021,0,Kemikalier og relaterede produkter
2216,Moldova,2018,7,Kemikalier og relaterede produkter
2217,Moldova,2019,3,Kemikalier og relaterede produkter
2218,Moldova,2020,0,Kemikalier og relaterede produkter
2219,Moldova,2021,14,Kemikalier og relaterede produkter
2231,Mongoliet,2018,3,Kemikalier og relaterede produkter
2232,Mongoliet,2019,191,Kemikalier og relaterede produkter
2233,Mongoliet,2020,0,Kemikalier og relaterede produkter
2234,Mongoliet,2021,1,Kemikalier og relaterede produkter
2246,Montenegro,2018,154,Kemikalier og relaterede produkter
2247,Montenegro,2019,0,Kemikalier og relaterede produkter
2248,Montenegro,2020,0,Kemikalier og relaterede produkter
2249,Montenegro,2021,0,Kemikalier og relaterede produkter
2261,Montenegro (2005-2006),2018,0,Kemikalier og relaterede produkter
2262,Montenegro (2005-2006),2019,0,Kemikalier og relaterede produkter
2263,Montenegro (2005-2006),2020,0,Kemikalier og relaterede produkter
2264,Montenegro (2005-2006),2021,0,Kemikalier og relaterede produkter
2276,Montserrat,2018,0,Kemikalier og relaterede produkter
2277,Montserrat,2019,0,Kemikalier og relaterede produkter
2278,Montserrat,2020,0,Kemikalier og relaterede produkter
2279,Montserrat,2021,0,Kemikalier og relaterede produkter
2291,Mozambique,2018,0,Kemikalier og relaterede produkter
2292,Mozambique,2019,0,Kemikalier og relaterede produkter
2293,Mozambique,2020,0,Kemikalier og relaterede produkter
2294,Mozambique,2021,1,Kemikalier og relaterede produkter
2306,Myanmar,2018,1,Kemikalier og relaterede produkter
2307,Myanmar,2019,2,Kemikalier og relaterede produkter
2308,Myanmar,2020,0,Kemikalier og relaterede produkter
2309,Myanmar,2021,3,Kemikalier og relaterede produkter
2321,Namibia,2018,0,Kemikalier og relaterede produkter
2322,Namibia,2019,0,Kemikalier og relaterede produkter
2323,Namibia,2020,0,Kemikalier og relaterede produkter
2324,Namibia,2021,0,Kemikalier og relaterede produkter
2336,Nauru,2018,0,Kemikalier og relaterede produkter
2337,Nauru,2019,0,Kemikalier og relaterede produkter
2338,Nauru,2020,0,Kemikalier og relaterede produkter
2339,Nauru,2021,0,Kemikalier og relaterede produkter
2351,Nederlandene,2018,7450589,Kemikalier og relaterede produkter
2352,Nederlandene,2019,7120261,Kemikalier og relaterede produkter
2353,Nederlandene,2020,8530747,Kemikalier og relaterede produkter
2354,Nederlandene,2021,10516834,Kemikalier og relaterede produkter
2366,Nederlandske Antiller,2018,0,Kemikalier og relaterede produkter
2367,Nederlandske Antiller,2019,0,Kemikalier og relaterede produkter
2368,Nederlandske Antiller,2020,0,Kemikalier og relaterede produkter
2369,Nederlandske Antiller,2021,0,Kemikalier og relaterede produkter
2381,Nepal,2018,0,Kemikalier og relaterede produkter
2382,Nepal,2019,2,Kemikalier og relaterede produkter
2383,Nepal,2020,0,Kemikalier og relaterede produkter
2384,Nepal,2021,8,Kemikalier og relaterede produkter
2396,New Zealand,2018,73717,Kemikalier og relaterede produkter
2397,New Zealand,2019,71360,Kemikalier og relaterede produkter
2398,New Zealand,2020,74250,Kemikalier og relaterede produkter
2399,New Zealand,2021,86234,Kemikalier og relaterede produkter
2411,New Zealandsk Oceanien,2018,0,Kemikalier og relaterede produkter
2412,New Zealandsk Oceanien,2019,0,Kemikalier og relaterede produkter
2413,New Zealandsk Oceanien,2020,0,Kemikalier og relaterede produkter
2414,New Zealandsk Oceanien,2021,0,Kemikalier og relaterede produkter
2426,Nicaragua,2018,76,Kemikalier og relaterede produkter
2427,Nicaragua,2019,40,Kemikalier og relaterede produkter
2428,Nicaragua,2020,281,Kemikalier og relaterede produkter
2429,Nicaragua,2021,688,Kemikalier og relaterede produkter
2441,Niger,2018,0,Kemikalier og relaterede produkter
2442,Niger,2019,0,Kemikalier og relaterede produkter
2443,Niger,2020,0,Kemikalier og relaterede produkter
2444,Niger,2021,0,Kemikalier og relaterede produkter
2456,Nigeria,2018,2,Kemikalier og relaterede produkter
2457,Nigeria,2019,0,Kemikalier og relaterede produkter
2458,Nigeria,2020,31,Kemikalier og relaterede produkter
2459,Nigeria,2021,1,Kemikalier og relaterede produkter
2471,Niue,2018,0,Kemikalier og relaterede produkter
2472,Niue,2019,0,Kemikalier og relaterede produkter
2473,Niue,2020,0,Kemikalier og relaterede produkter
2474,Niue,2021,0,Kemikalier og relaterede produkter
2486,Nordkorea,2018,0,Kemikalier og relaterede produkter
2487,Nordkorea,2019,0,Kemikalier og relaterede produkter
2488,Nordkorea,2020,375,Kemikalier og relaterede produkter
2489,Nordkorea,2021,546,Kemikalier og relaterede produkter
2501,Nordmakedonien,2018,938,Kemikalier og relaterede produkter
2502,Nordmakedonien,2019,397,Kemikalier og relaterede produkter
2503,Nordmakedonien,2020,267,Kemikalier og relaterede produkter
2504,Nordmakedonien,2021,446,Kemikalier og relaterede produkter
2516,Nordmarianerne,2018,0,Kemikalier og relaterede produkter
2517,Nordmarianerne,2019,0,Kemikalier og relaterede produkter
2518,Nordmarianerne,2020,175,Kemikalier og relaterede produkter
2519,Nordmarianerne,2021,0,Kemikalier og relaterede produkter
2531,Norfolkøen,2018,0,Kemikalier og relaterede produkter
2532,Norfolkøen,2019,0,Kemikalier og relaterede produkter
2533,Norfolkøen,2020,0,Kemikalier og relaterede produkter
2534,Norfolkøen,2021,0,Kemikalier og relaterede produkter
2546,Norge,2018,1775526,Kemikalier og relaterede produkter
2547,Norge,2019,1459159,Kemikalier og relaterede produkter
2548,Norge,2020,1228803,Kemikalier og relaterede produkter
2549,Norge,2021,1483037,Kemikalier og relaterede produkter
2561,Ny Kaledonien,2018,1,Kemikalier og relaterede produkter
2562,Ny Kaledonien,2019,9490,Kemikalier og relaterede produkter
2563,Ny Kaledonien,2020,0,Kemikalier og relaterede produkter
2564,Ny Kaledonien,2021,0,Kemikalier og relaterede produkter
2576,Oman,2018,46814,Kemikalier og relaterede produkter
2577,Oman,2019,41511,Kemikalier og relaterede produkter
2578,Oman,2020,37512,Kemikalier og relaterede produkter
2579,Oman,2021,51677,Kemikalier og relaterede produkter
2591,Pakistan,2018,284,Kemikalier og relaterede produkter
2592,Pakistan,2019,295,Kemikalier og relaterede produkter
2593,Pakistan,2020,293,Kemikalier og relaterede produkter
2594,Pakistan,2021,543,Kemikalier og relaterede produkter
2606,Palau,2018,0,Kemikalier og relaterede produkter
2607,Palau,2019,0,Kemikalier og relaterede produkter
2608,Palau,2020,0,Kemikalier og relaterede produkter
2609,Palau,2021,0,Kemikalier og relaterede produkter
2621,Panama,2018,12783,Kemikalier og relaterede produkter
2622,Panama,2019,0,Kemikalier og relaterede produkter
2623,Panama,2020,11,Kemikalier og relaterede produkter
2624,Panama,2021,59,Kemikalier og relaterede produkter
2636,Panamakanalzonen,2018,0,Kemikalier og relaterede produkter
2637,Panamakanalzonen,2019,0,Kemikalier og relaterede produkter
2638,Panamakanalzonen,2020,0,Kemikalier og relaterede produkter
2639,Panamakanalzonen,2021,0,Kemikalier og relaterede produkter
2651,Papua Ny Guinea,2018,0,Kemikalier og relaterede produkter
2652,Papua Ny Guinea,2019,0,Kemikalier og relaterede produkter
2653,Papua Ny Guinea,2020,13406,Kemikalier og relaterede produkter
2654,Papua Ny Guinea,2021,0,Kemikalier og relaterede produkter
2666,Paraguay,2018,1,Kemikalier og relaterede produkter
2667,Paraguay,2019,1,Kemikalier og relaterede produkter
2668,Paraguay,2020,0,Kemikalier og relaterede produkter
2669,Paraguay,2021,0,Kemikalier og relaterede produkter
2681,Peru,2018,119441,Kemikalier og relaterede produkter
2682,Peru,2019,114462,Kemikalier og relaterede produkter
2683,Peru,2020,107796,Kemikalier og relaterede produkter
2684,Peru,2021,121626,Kemikalier og relaterede produkter
2696,Pitcairn,2018,0,Kemikalier og relaterede produkter
2697,Pitcairn,2019,0,Kemikalier og relaterede produkter
2698,Pitcairn,2020,0,Kemikalier og relaterede produkter
2699,Pitcairn,2021,0,Kemikalier og relaterede produkter
2711,Polarområder,2018,0,Kemikalier og relaterede produkter
2712,Polarområder,2019,0,Kemikalier og relaterede produkter
2713,Polarområder,2020,0,Kemikalier og relaterede produkter
2714,Polarområder,2021,0,Kemikalier og relaterede produkter
2726,Polen,2018,2281275,Kemikalier og relaterede produkter
2727,Polen,2019,2485972,Kemikalier og relaterede produkter
2728,Polen,2020,2896280,Kemikalier og relaterede produkter
2729,Polen,2021,2599245,Kemikalier og relaterede produkter
2741,Portugal,2018,81553,Kemikalier og relaterede produkter
2742,Portugal,2019,65991,Kemikalier og relaterede produkter
2743,Portugal,2020,215893,Kemikalier og relaterede produkter
2744,Portugal,2021,306010,Kemikalier og relaterede produkter
2756,Portugisisk Timor,2018,0,Kemikalier og relaterede produkter
2757,Portugisisk Timor,2019,0,Kemikalier og relaterede produkter
2758,Portugisisk Timor,2020,0,Kemikalier og relaterede produkter
2759,Portugisisk Timor,2021,0,Kemikalier og relaterede produkter
2771,Puerto Rico,2018,0,Kemikalier og relaterede produkter
2772,Puerto Rico,2019,0,Kemikalier og relaterede produkter
2773,Puerto Rico,2020,0,Kemikalier og relaterede produkter
2774,Puerto Rico,2021,0,Kemikalier og relaterede produkter
2786,Qatar,2018,44278,Kemikalier og relaterede produkter
2787,Qatar,2019,51108,Kemikalier og relaterede produkter
2788,Qatar,2020,36671,Kemikalier og relaterede produkter
2789,Qatar,2021,15829,Kemikalier og relaterede produkter
2801,Reunion,2018,0,Kemikalier og relaterede produkter
2802,Reunion,2019,0,Kemikalier og relaterede produkter
2803,Reunion,2020,0,Kemikalier og relaterede produkter
2804,Reunion,2021,0,Kemikalier og relaterede produkter
2816,Rumænien,2018,44570,Kemikalier og relaterede produkter
2817,Rumænien,2019,59242,Kemikalier og relaterede produkter
2818,Rumænien,2020,68674,Kemikalier og relaterede produkter
2819,Rumænien,2021,196384,Kemikalier og relaterede produkter
2831,Rusland,2018,322553,Kemikalier og relaterede produkter
2832,Rusland,2019,335895,Kemikalier og relaterede produkter
2833,Rusland,2020,395796,Kemikalier og relaterede produkter
2834,Rusland,2021,567139,Kemikalier og relaterede produkter
2846,Rwanda,2018,0,Kemikalier og relaterede produkter
2847,Rwanda,2019,0,Kemikalier og relaterede produkter
2848,Rwanda,2020,0,Kemikalier og relaterede produkter
2849,Rwanda,2021,0,Kemikalier og relaterede produkter
2861,Saint-Barthelemy,2018,0,Kemikalier og relaterede produkter
2862,Saint-Barthelemy,2019,0,Kemikalier og relaterede produkter
2863,Saint-Barthelemy,2020,0,Kemikalier og relaterede produkter
2864,Saint-Barthelemy,2021,0,Kemikalier og relaterede produkter
2876,Salomonøerne,2018,0,Kemikalier og relaterede produkter
2877,Salomonøerne,2019,0,Kemikalier og relaterede produkter
2878,Salomonøerne,2020,0,Kemikalier og relaterede produkter
2879,Salomonøerne,2021,0,Kemikalier og relaterede produkter
2891,Samoa,2018,0,Kemikalier og relaterede produkter
2892,Samoa,2019,0,Kemikalier og relaterede produkter
2893,Samoa,2020,0,Kemikalier og relaterede produkter
2894,Samoa,2021,0,Kemikalier og relaterede produkter
2906,San Marino,2018,589,Kemikalier og relaterede produkter
2907,San Marino,2019,897,Kemikalier og relaterede produkter
2908,San Marino,2020,585,Kemikalier og relaterede produkter
2909,San Marino,2021,550,Kemikalier og relaterede produkter
2921,Sao Tomé og  Principe,2018,0,Kemikalier og relaterede produkter
2922,Sao Tomé og  Principe,2019,0,Kemikalier og relaterede produkter
2923,Sao Tomé og  Principe,2020,0,Kemikalier og relaterede produkter
2924,Sao Tomé og  Principe,2021,0,Kemikalier og relaterede produkter
2936,Saudi-Arabien,2018,141196,Kemikalier og relaterede produkter
2937,Saudi-Arabien,2019,135413,Kemikalier og relaterede produkter
2938,Saudi-Arabien,2020,105527,Kemikalier og relaterede produkter
2939,Saudi-Arabien,2021,161377,Kemikalier og relaterede produkter
2951,Schweiz,2018,1849886,Kemikalier og relaterede produkter
2952,Schweiz,2019,2034564,Kemikalier og relaterede produkter
2953,Schweiz,2020,1728997,Kemikalier og relaterede produkter
2954,Schweiz,2021,1573746,Kemikalier og relaterede produkter
2966,Senegal,2018,1,Kemikalier og relaterede produkter
2967,Senegal,2019,0,Kemikalier og relaterede produkter
2968,Senegal,2020,0,Kemikalier og relaterede produkter
2969,Senegal,2021,0,Kemikalier og relaterede produkter
2981,Serbien,2018,41609,Kemikalier og relaterede produkter
2982,Serbien,2019,39947,Kemikalier og relaterede produkter
2983,Serbien,2020,65506,Kemikalier og relaterede produkter
2984,Serbien,2021,57554,Kemikalier og relaterede produkter
2996,Seychellerne,2018,4,Kemikalier og relaterede produkter
2997,Seychellerne,2019,0,Kemikalier og relaterede produkter
2998,Seychellerne,2020,0,Kemikalier og relaterede produkter
2999,Seychellerne,2021,203,Kemikalier og relaterede produkter
3011,Sierra Leone,2018,0,Kemikalier og relaterede produkter
3012,Sierra Leone,2019,0,Kemikalier og relaterede produkter
3013,Sierra Leone,2020,0,Kemikalier og relaterede produkter
3014,Sierra Leone,2021,0,Kemikalier og relaterede produkter
3026,Singapore,2018,21229,Kemikalier og relaterede produkter
3027,Singapore,2019,11685,Kemikalier og relaterede produkter
3028,Singapore,2020,5851,Kemikalier og relaterede produkter
3029,Singapore,2021,52630,Kemikalier og relaterede produkter
3041,Skt. Helena,2018,0,Kemikalier og relaterede produkter
3042,Skt. Helena,2019,0,Kemikalier og relaterede produkter
3043,Skt. Helena,2020,0,Kemikalier og relaterede produkter
3044,Skt. Helena,2021,0,Kemikalier og relaterede produkter
3056,Skt. Kitts og Nevis,2018,0,Kemikalier og relaterede produkter
3057,Skt. Kitts og Nevis,2019,0,Kemikalier og relaterede produkter
3058,Skt. Kitts og Nevis,2020,0,Kemikalier og relaterede produkter
3059,Skt. Kitts og Nevis,2021,3,Kemikalier og relaterede produkter
3071,Skt. Lucia,2018,0,Kemikalier og relaterede produkter
3072,Skt. Lucia,2019,0,Kemikalier og relaterede produkter
3073,Skt. Lucia,2020,0,Kemikalier og relaterede produkter
3074,Skt. Lucia,2021,0,Kemikalier og relaterede produkter
3086,Skt. Martin (NL),2018,0,Kemikalier og relaterede produkter
3087,Skt. Martin (NL),2019,0,Kemikalier og relaterede produkter
3088,Skt. Martin (NL),2020,0,Kemikalier og relaterede produkter
3089,Skt. Martin (NL),2021,1,Kemikalier og relaterede produkter
3101,Skt. Pierre og Miquelon,2018,0,Kemikalier og relaterede produkter
3102,Skt. Pierre og Miquelon,2019,0,Kemikalier og relaterede produkter
3103,Skt. Pierre og Miquelon,2020,0,Kemikalier og relaterede produkter
3104,Skt. Pierre og Miquelon,2021,0,Kemikalier og relaterede produkter
3116,Skt. Vincent og Grenadinerne,2018,0,Kemikalier og relaterede produkter
3117,Skt. Vincent og Grenadinerne,2019,0,Kemikalier og relaterede produkter
3118,Skt. Vincent og Grenadinerne,2020,0,Kemikalier og relaterede produkter
3119,Skt. Vincent og Grenadinerne,2021,0,Kemikalier og relaterede produkter
3131,Slovakiet,2018,132103,Kemikalier og relaterede produkter
3132,Slovakiet,2019,115119,Kemikalier og relaterede produkter
3133,Slovakiet,2020,100844,Kemikalier og relaterede produkter
3134,Slovakiet,2021,95316,Kemikalier og relaterede produkter
3146,Slovenien,2018,571624,Kemikalier og relaterede produkter
3147,Slovenien,2019,539150,Kemikalier og relaterede produkter
3148,Slovenien,2020,611261,Kemikalier og relaterede produkter
3149,Slovenien,2021,759640,Kemikalier og relaterede produkter
3161,Somalia,2018,0,Kemikalier og relaterede produkter
3162,Somalia,2019,0,Kemikalier og relaterede produkter
3163,Somalia,2020,0,Kemikalier og relaterede produkter
3164,Somalia,2021,0,Kemikalier og relaterede produkter
3176,South Georgia og De Sydlige Sandwichøer,2018,0,Kemikalier og relaterede produkter
3177,South Georgia og De Sydlige Sandwichøer,2019,0,Kemikalier og relaterede produkter
3178,South Georgia og De Sydlige Sandwichøer,2020,0,Kemikalier og relaterede produkter
3179,South Georgia og De Sydlige Sandwichøer,2021,0,Kemikalier og relaterede produkter
3191,Sovjetunionen,2018,0,Kemikalier og relaterede produkter
3192,Sovjetunionen,2019,0,Kemikalier og relaterede produkter
3193,Sovjetunionen,2020,0,Kemikalier og relaterede produkter
3194,Sovjetunionen,2021,0,Kemikalier og relaterede produkter
3206,Spanien,2018,1232484,Kemikalier og relaterede produkter
3207,Spanien,2019,1344222,Kemikalier og relaterede produkter
3208,Spanien,2020,1522118,Kemikalier og relaterede produkter
3209,Spanien,2021,2144216,Kemikalier og relaterede produkter
3221,Sri Lanka,2018,144,Kemikalier og relaterede produkter
3222,Sri Lanka,2019,150,Kemikalier og relaterede produkter
3223,Sri Lanka,2020,239,Kemikalier og relaterede produkter
3224,Sri Lanka,2021,5,Kemikalier og relaterede produkter
3236,Storbritannien,2018,3341339,Kemikalier og relaterede produkter
3237,Storbritannien,2019,2946487,Kemikalier og relaterede produkter
3238,Storbritannien,2020,2827291,Kemikalier og relaterede produkter
3239,Storbritannien,2021,2042225,Kemikalier og relaterede produkter
3251,Sudan,2018,0,Kemikalier og relaterede produkter
3252,Sudan,2019,0,Kemikalier og relaterede produkter
3253,Sudan,2020,0,Kemikalier og relaterede produkter
3254,Sudan,2021,0,Kemikalier og relaterede produkter
3266,Suriname,2018,0,Kemikalier og relaterede produkter
3267,Suriname,2019,966,Kemikalier og relaterede produkter
3268,Suriname,2020,0,Kemikalier og relaterede produkter
3269,Suriname,2021,0,Kemikalier og relaterede produkter
3281,Svalbard,2018,0,Kemikalier og relaterede produkter
3282,Svalbard,2019,0,Kemikalier og relaterede produkter
3283,Svalbard,2020,0,Kemikalier og relaterede produkter
3284,Svalbard,2021,0,Kemikalier og relaterede produkter
3296,Sverige,2018,5158879,Kemikalier og relaterede produkter
3297,Sverige,2019,5501764,Kemikalier og relaterede produkter
3298,Sverige,2020,5980158,Kemikalier og relaterede produkter
3299,Sverige,2021,7106193,Kemikalier og relaterede produkter
3311,Sydafrika,2018,37924,Kemikalier og relaterede produkter
3312,Sydafrika,2019,38700,Kemikalier og relaterede produkter
3313,Sydafrika,2020,8507,Kemikalier og relaterede produkter
3314,Sydafrika,2021,26133,Kemikalier og relaterede produkter
3326,Sydkorea,2018,350768,Kemikalier og relaterede produkter
3327,Sydkorea,2019,369652,Kemikalier og relaterede produkter
3328,Sydkorea,2020,409259,Kemikalier og relaterede produkter
3329,Sydkorea,2021,849010,Kemikalier og relaterede produkter
3341,Sydsudan,2018,0,Kemikalier og relaterede produkter
3342,Sydsudan,2019,0,Kemikalier og relaterede produkter
3343,Sydsudan,2020,0,Kemikalier og relaterede produkter
3344,Sydsudan,2021,2,Kemikalier og relaterede produkter
3356,Sydyemen,2018,0,Kemikalier og relaterede produkter
3357,Sydyemen,2019,0,Kemikalier og relaterede produkter
3358,Sydyemen,2020,0,Kemikalier og relaterede produkter
3359,Sydyemen,2021,0,Kemikalier og relaterede produkter
3371,Syrien,2018,3,Kemikalier og relaterede produkter
3372,Syrien,2019,7,Kemikalier og relaterede produkter
3373,Syrien,2020,4,Kemikalier og relaterede produkter
3374,Syrien,2021,2,Kemikalier og relaterede produkter
3386,Tadsjikistan,2018,0,Kemikalier og relaterede produkter
3387,Tadsjikistan,2019,0,Kemikalier og relaterede produkter
3388,Tadsjikistan,2020,0,Kemikalier og relaterede produkter
3389,Tadsjikistan,2021,0,Kemikalier og relaterede produkter
3401,Taiwan,2018,89319,Kemikalier og relaterede produkter
3402,Taiwan,2019,76160,Kemikalier og relaterede produkter
3403,Taiwan,2020,99926,Kemikalier og relaterede produkter
3404,Taiwan,2021,432282,Kemikalier og relaterede produkter
3416,Tanzania,2018,6,Kemikalier og relaterede produkter
3417,Tanzania,2019,6,Kemikalier og relaterede produkter
3418,Tanzania,2020,1,Kemikalier og relaterede produkter
3419,Tanzania,2021,16,Kemikalier og relaterede produkter
3431,Tchad,2018,0,Kemikalier og relaterede produkter
3432,Tchad,2019,0,Kemikalier og relaterede produkter
3433,Tchad,2020,0,Kemikalier og relaterede produkter
3434,Tchad,2021,0,Kemikalier og relaterede produkter
3446,Thailand,2018,26265,Kemikalier og relaterede produkter
3447,Thailand,2019,64899,Kemikalier og relaterede produkter
3448,Thailand,2020,53390,Kemikalier og relaterede produkter
3449,Thailand,2021,49887,Kemikalier og relaterede produkter
3461,Tjekkiet,2018,3070804,Kemikalier og relaterede produkter
3462,Tjekkiet,2019,3207265,Kemikalier og relaterede produkter
3463,Tjekkiet,2020,3181128,Kemikalier og relaterede produkter
3464,Tjekkiet,2021,4103602,Kemikalier og relaterede produkter
3476,Tjekkoslovakiet,2018,0,Kemikalier og relaterede produkter
3477,Tjekkoslovakiet,2019,0,Kemikalier og relaterede produkter
3478,Tjekkoslovakiet,2020,0,Kemikalier og relaterede produkter
