,LAND,TID,INDHOLD,SITC
3479,Tjekkoslovakiet,2021,0,Kemikalier og relaterede produkter
3491,Togo,2018,0,Kemikalier og relaterede produkter
3492,Togo,2019,0,Kemikalier og relaterede produkter
3493,Togo,2020,0,Kemikalier og relaterede produkter
3494,Togo,2021,0,Kemikalier og relaterede produkter
3506,Tokelau,2018,0,Kemikalier og relaterede produkter
3507,Tokelau,2019,31,Kemikalier og relaterede produkter
3508,Tokelau,2020,0,Kemikalier og relaterede produkter
3509,Tokelau,2021,0,Kemikalier og relaterede produkter
3521,Tonga,2018,0,Kemikalier og relaterede produkter
3522,Tonga,2019,0,Kemikalier og relaterede produkter
3523,Tonga,2020,0,Kemikalier og relaterede produkter
3524,Tonga,2021,0,Kemikalier og relaterede produkter
3536,Trinidad og Tobago,2018,0,Kemikalier og relaterede produkter
3537,Trinidad og Tobago,2019,0,Kemikalier og relaterede produkter
3538,Trinidad og Tobago,2020,0,Kemikalier og relaterede produkter
3539,Trinidad og Tobago,2021,26,Kemikalier og relaterede produkter
3551,Tunesien,2018,1691,Kemikalier og relaterede produkter
3552,Tunesien,2019,14,Kemikalier og relaterede produkter
3553,Tunesien,2020,585,Kemikalier og relaterede produkter
3554,Tunesien,2021,153,Kemikalier og relaterede produkter
3566,Turkmenistan,2018,0,Kemikalier og relaterede produkter
3567,Turkmenistan,2019,0,Kemikalier og relaterede produkter
3568,Turkmenistan,2020,0,Kemikalier og relaterede produkter
3569,Turkmenistan,2021,0,Kemikalier og relaterede produkter
3581,Turks- og Caicosøerne,2018,0,Kemikalier og relaterede produkter
3582,Turks- og Caicosøerne,2019,0,Kemikalier og relaterede produkter
3583,Turks- og Caicosøerne,2020,0,Kemikalier og relaterede produkter
3584,Turks- og Caicosøerne,2021,0,Kemikalier og relaterede produkter
3596,Tuvalu,2018,0,Kemikalier og relaterede produkter
3597,Tuvalu,2019,0,Kemikalier og relaterede produkter
3598,Tuvalu,2020,0,Kemikalier og relaterede produkter
3599,Tuvalu,2021,0,Kemikalier og relaterede produkter
3611,Tyrkiet,2018,188647,Kemikalier og relaterede produkter
3612,Tyrkiet,2019,167811,Kemikalier og relaterede produkter
3613,Tyrkiet,2020,163294,Kemikalier og relaterede produkter
3614,Tyrkiet,2021,201554,Kemikalier og relaterede produkter
3626,Tyskland,2018,16667953,Kemikalier og relaterede produkter
3627,Tyskland,2019,16285769,Kemikalier og relaterede produkter
3628,Tyskland,2020,17503958,Kemikalier og relaterede produkter
3629,Tyskland,2021,20686685,Kemikalier og relaterede produkter
3641,USA,2018,2551245,Kemikalier og relaterede produkter
3642,USA,2019,3913832,Kemikalier og relaterede produkter
3643,USA,2020,4271376,Kemikalier og relaterede produkter
3644,USA,2021,5034804,Kemikalier og relaterede produkter
3656,USAs mindre øbesiddelser,2018,0,Kemikalier og relaterede produkter
3657,USAs mindre øbesiddelser,2019,0,Kemikalier og relaterede produkter
3658,USAs mindre øbesiddelser,2020,0,Kemikalier og relaterede produkter
3659,USAs mindre øbesiddelser,2021,10,Kemikalier og relaterede produkter
3671,Uganda,2018,0,Kemikalier og relaterede produkter
3672,Uganda,2019,0,Kemikalier og relaterede produkter
3673,Uganda,2020,0,Kemikalier og relaterede produkter
3674,Uganda,2021,0,Kemikalier og relaterede produkter
3686,Ukraine,2018,8977,Kemikalier og relaterede produkter
3687,Ukraine,2019,8466,Kemikalier og relaterede produkter
3688,Ukraine,2020,5467,Kemikalier og relaterede produkter
3689,Ukraine,2021,13485,Kemikalier og relaterede produkter
3701,Ungarn,2018,983512,Kemikalier og relaterede produkter
3702,Ungarn,2019,1087989,Kemikalier og relaterede produkter
3703,Ungarn,2020,1398548,Kemikalier og relaterede produkter
3704,Ungarn,2021,1827027,Kemikalier og relaterede produkter
3716,Uoplyst land,2018,0,Kemikalier og relaterede produkter
3717,Uoplyst land,2019,0,Kemikalier og relaterede produkter
3718,Uoplyst land,2020,0,Kemikalier og relaterede produkter
3719,Uoplyst land,2021,0,Kemikalier og relaterede produkter
3731,Uoplyst land 3. Lande,2018,1340,Kemikalier og relaterede produkter
3732,Uoplyst land 3. Lande,2019,12539,Kemikalier og relaterede produkter
3733,Uoplyst land 3. Lande,2020,2315,Kemikalier og relaterede produkter
3734,Uoplyst land 3. Lande,2021,15898,Kemikalier og relaterede produkter
3746,Uoplyst land EU-lande,2018,0,Kemikalier og relaterede produkter
3747,Uoplyst land EU-lande,2019,0,Kemikalier og relaterede produkter
3748,Uoplyst land EU-lande,2020,0,Kemikalier og relaterede produkter
3749,Uoplyst land EU-lande,2021,0,Kemikalier og relaterede produkter
3761,Uruguay,2018,1646,Kemikalier og relaterede produkter
3762,Uruguay,2019,1950,Kemikalier og relaterede produkter
3763,Uruguay,2020,971,Kemikalier og relaterede produkter
3764,Uruguay,2021,2695,Kemikalier og relaterede produkter
3776,Usbekistan,2018,0,Kemikalier og relaterede produkter
3777,Usbekistan,2019,0,Kemikalier og relaterede produkter
3778,Usbekistan,2020,0,Kemikalier og relaterede produkter
3779,Usbekistan,2021,0,Kemikalier og relaterede produkter
3791,Vanuatu,2018,0,Kemikalier og relaterede produkter
3792,Vanuatu,2019,0,Kemikalier og relaterede produkter
3793,Vanuatu,2020,0,Kemikalier og relaterede produkter
3794,Vanuatu,2021,2,Kemikalier og relaterede produkter
3806,Vatikanstaten,2018,0,Kemikalier og relaterede produkter
3807,Vatikanstaten,2019,0,Kemikalier og relaterede produkter
3808,Vatikanstaten,2020,0,Kemikalier og relaterede produkter
3809,Vatikanstaten,2021,0,Kemikalier og relaterede produkter
3821,Venezuela,2018,0,Kemikalier og relaterede produkter
3822,Venezuela,2019,0,Kemikalier og relaterede produkter
3823,Venezuela,2020,0,Kemikalier og relaterede produkter
3824,Venezuela,2021,16,Kemikalier og relaterede produkter
3836,Vestbredden og Gaza,2018,0,Kemikalier og relaterede produkter
3837,Vestbredden og Gaza,2019,0,Kemikalier og relaterede produkter
3838,Vestbredden og Gaza,2020,0,Kemikalier og relaterede produkter
3839,Vestbredden og Gaza,2021,0,Kemikalier og relaterede produkter
3851,Vestindiske Øer,2018,0,Kemikalier og relaterede produkter
3852,Vestindiske Øer,2019,0,Kemikalier og relaterede produkter
3853,Vestindiske Øer,2020,0,Kemikalier og relaterede produkter
3854,Vestindiske Øer,2021,0,Kemikalier og relaterede produkter
3866,Vestsahara,2018,0,Kemikalier og relaterede produkter
3867,Vestsahara,2019,0,Kemikalier og relaterede produkter
3868,Vestsahara,2020,0,Kemikalier og relaterede produkter
3869,Vestsahara,2021,0,Kemikalier og relaterede produkter
3881,Vietnam,2018,16967,Kemikalier og relaterede produkter
3882,Vietnam,2019,9494,Kemikalier og relaterede produkter
3883,Vietnam,2020,23923,Kemikalier og relaterede produkter
3884,Vietnam,2021,29868,Kemikalier og relaterede produkter
3896,Wallis og Futuna,2018,0,Kemikalier og relaterede produkter
3897,Wallis og Futuna,2019,0,Kemikalier og relaterede produkter
3898,Wallis og Futuna,2020,0,Kemikalier og relaterede produkter
3899,Wallis og Futuna,2021,0,Kemikalier og relaterede produkter
3911,Yemen,2018,0,Kemikalier og relaterede produkter
3912,Yemen,2019,0,Kemikalier og relaterede produkter
3913,Yemen,2020,0,Kemikalier og relaterede produkter
3914,Yemen,2021,0,Kemikalier og relaterede produkter
3926,Zambia,2018,2,Kemikalier og relaterede produkter
3927,Zambia,2019,0,Kemikalier og relaterede produkter
3928,Zambia,2020,3193,Kemikalier og relaterede produkter
3929,Zambia,2021,0,Kemikalier og relaterede produkter
3941,Zimbabwe,2018,0,Kemikalier og relaterede produkter
3942,Zimbabwe,2019,0,Kemikalier og relaterede produkter
3943,Zimbabwe,2020,0,Kemikalier og relaterede produkter
3944,Zimbabwe,2021,0,Kemikalier og relaterede produkter
3956,Ækvatorialguinea,2018,0,Kemikalier og relaterede produkter
3957,Ækvatorialguinea,2019,0,Kemikalier og relaterede produkter
3958,Ækvatorialguinea,2020,0,Kemikalier og relaterede produkter
3959,Ækvatorialguinea,2021,0,Kemikalier og relaterede produkter
3971,Østrig,2018,972762,Kemikalier og relaterede produkter
3972,Østrig,2019,1111567,Kemikalier og relaterede produkter
3973,Østrig,2020,1638371,Kemikalier og relaterede produkter
3974,Østrig,2021,1851216,Kemikalier og relaterede produkter
3986,Østtimor,2018,13,Kemikalier og relaterede produkter
3987,Østtimor,2019,66,Kemikalier og relaterede produkter
3988,Østtimor,2020,59,Kemikalier og relaterede produkter
3989,Østtimor,2021,86,Kemikalier og relaterede produkter
