ID,LAND,TID,INDHOLD,SITC
1888,Libanon,2020,7176,Diverse fremstillede varer
1889,Libanon,2021,5639,Diverse fremstillede varer
1901,Liberia,2018,131,Diverse fremstillede varer
1902,Liberia,2019,16,Diverse fremstillede varer
1903,Liberia,2020,45,Diverse fremstillede varer
1904,Liberia,2021,2625,Diverse fremstillede varer
1916,Libyen,2018,1242,Diverse fremstillede varer
1917,Libyen,2019,1304,Diverse fremstillede varer
1918,Libyen,2020,3174,Diverse fremstillede varer
1919,Libyen,2021,2428,Diverse fremstillede varer
1931,Liechtenstein,2018,472,Diverse fremstillede varer
1932,Liechtenstein,2019,1116,Diverse fremstillede varer
1933,Liechtenstein,2020,882,Diverse fremstillede varer
1934,Liechtenstein,2021,664,Diverse fremstillede varer
