ID,LAND,TID,INDHOLD,SITC
1618,Italien,2020,3263157,Maskiner og transportmidler
1619,Italien,2021,3887057,Maskiner og transportmidler
1631,Jamaica,2018,25268,Maskiner og transportmidler
1632,Jamaica,2019,15448,Maskiner og transportmidler
1633,Jamaica,2020,17993,Maskiner og transportmidler
1634,Jamaica,2021,14991,Maskiner og transportmidler
1646,Japan,2018,1668187,Maskiner og transportmidler
1647,Japan,2019,2286892,Maskiner og transportmidler
1648,Japan,2020,1460297,Maskiner og transportmidler
1649,Japan,2021,1863390,Maskiner og transportmidler
1661,Jordan,2018,114436,Maskiner og transportmidler
1662,Jordan,2019,143685,Maskiner og transportmidler
1663,Jordan,2020,61696,Maskiner og transportmidler
1664,Jordan,2021,62522,Maskiner og transportmidler
1676,Jugoslavien,2018,0,Maskiner og transportmidler
1677,Jugoslavien,2019,0,Maskiner og transportmidler
1678,Jugoslavien,2020,0,Maskiner og transportmidler
1679,Jugoslavien,2021,0,Maskiner og transportmidler
1691,Juleøen,2018,0,Maskiner og transportmidler
1692,Juleøen,2019,0,Maskiner og transportmidler
1693,Juleøen,2020,0,Maskiner og transportmidler
1694,Juleøen,2021,0,Maskiner og transportmidler
1706,Kanariske Øer,2018,0,Maskiner og transportmidler
1707,Kanariske Øer,2019,0,Maskiner og transportmidler
1708,Kanariske Øer,2020,0,Maskiner og transportmidler
1709,Kanariske Øer,2021,0,Maskiner og transportmidler
1721,Kap Verde,2018,3502,Maskiner og transportmidler
1722,Kap Verde,2019,3861,Maskiner og transportmidler
1723,Kap Verde,2020,2728,Maskiner og transportmidler
1724,Kap Verde,2021,9131,Maskiner og transportmidler
1736,Kasakhstan,2018,100252,Maskiner og transportmidler
1737,Kasakhstan,2019,90332,Maskiner og transportmidler
1738,Kasakhstan,2020,177697,Maskiner og transportmidler
1739,Kasakhstan,2021,73929,Maskiner og transportmidler
1751,Kenya,2018,94567,Maskiner og transportmidler
1752,Kenya,2019,93620,Maskiner og transportmidler
1753,Kenya,2020,68548,Maskiner og transportmidler
1754,Kenya,2021,79158,Maskiner og transportmidler
1766,Kina,2018,6417568,Maskiner og transportmidler
1767,Kina,2019,7291553,Maskiner og transportmidler
1768,Kina,2020,7595723,Maskiner og transportmidler
1769,Kina,2021,7453739,Maskiner og transportmidler
1781,Kirgisistan,2018,5248,Maskiner og transportmidler
1782,Kirgisistan,2019,25386,Maskiner og transportmidler
1783,Kirgisistan,2020,12118,Maskiner og transportmidler
1784,Kirgisistan,2021,5256,Maskiner og transportmidler
1796,Kosovo,2018,9500,Maskiner og transportmidler
1797,Kosovo,2019,12209,Maskiner og transportmidler
1798,Kosovo,2020,9422,Maskiner og transportmidler
1799,Kosovo,2021,15493,Maskiner og transportmidler
1811,Kroatien,2018,219593,Maskiner og transportmidler
1812,Kroatien,2019,228059,Maskiner og transportmidler
1813,Kroatien,2020,373829,Maskiner og transportmidler
1814,Kroatien,2021,201762,Maskiner og transportmidler
1826,Kuwait,2018,140900,Maskiner og transportmidler
1827,Kuwait,2019,134457,Maskiner og transportmidler
1828,Kuwait,2020,185238,Maskiner og transportmidler
1829,Kuwait,2021,87313,Maskiner og transportmidler
1841,Laos,2018,5630,Maskiner og transportmidler
1842,Laos,2019,3846,Maskiner og transportmidler
