,LAND,TID,INDHOLD,SITC
1302,Gibraltar,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1303,Gibraltar,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1304,Gibraltar,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1316,Grenada,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1317,Grenada,2019,2,"levende dyr, fødevarer, drikkevarer og tobak"
1318,Grenada,2020,2,"levende dyr, fødevarer, drikkevarer og tobak"
1319,Grenada,2021,9,"levende dyr, fødevarer, drikkevarer og tobak"
1331,Grækenland,2018,436607,"levende dyr, fødevarer, drikkevarer og tobak"
1332,Grækenland,2019,429141,"levende dyr, fødevarer, drikkevarer og tobak"
1333,Grækenland,2020,391695,"levende dyr, fødevarer, drikkevarer og tobak"
1334,Grækenland,2021,408846,"levende dyr, fødevarer, drikkevarer og tobak"
1346,Grønland,2018,3480320,"levende dyr, fødevarer, drikkevarer og tobak"
1347,Grønland,2019,4560972,"levende dyr, fødevarer, drikkevarer og tobak"
1348,Grønland,2020,4540688,"levende dyr, fødevarer, drikkevarer og tobak"
1349,Grønland,2021,4464281,"levende dyr, fødevarer, drikkevarer og tobak"
1361,Guadeloupe,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1362,Guadeloupe,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1363,Guadeloupe,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1364,Guadeloupe,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1376,Guam,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1377,Guam,2019,64,"levende dyr, fødevarer, drikkevarer og tobak"
1378,Guam,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1379,Guam,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1391,Guatemala,2018,13556,"levende dyr, fødevarer, drikkevarer og tobak"
1392,Guatemala,2019,9401,"levende dyr, fødevarer, drikkevarer og tobak"
1393,Guatemala,2020,6495,"levende dyr, fødevarer, drikkevarer og tobak"
1394,Guatemala,2021,11391,"levende dyr, fødevarer, drikkevarer og tobak"
1406,Guinea,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1407,Guinea,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1408,Guinea,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1409,Guinea,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1421,Guinea-Bissau,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1422,Guinea-Bissau,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1423,Guinea-Bissau,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1424,Guinea-Bissau,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1436,Guyana,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1437,Guyana,2019,1,"levende dyr, fødevarer, drikkevarer og tobak"
1438,Guyana,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1439,Guyana,2021,786,"levende dyr, fødevarer, drikkevarer og tobak"
1451,Haiti,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1452,Haiti,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1453,Haiti,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1454,Haiti,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1466,Heard- og McDonaldøerne,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1467,Heard- og McDonaldøerne,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1468,Heard- og McDonaldøerne,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1469,Heard- og McDonaldøerne,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1481,Honduras,2018,23351,"levende dyr, fødevarer, drikkevarer og tobak"
1482,Honduras,2019,19263,"levende dyr, fødevarer, drikkevarer og tobak"
1483,Honduras,2020,9685,"levende dyr, fødevarer, drikkevarer og tobak"
1484,Honduras,2021,13875,"levende dyr, fødevarer, drikkevarer og tobak"
1496,Hongkong,2018,20850,"levende dyr, fødevarer, drikkevarer og tobak"
1497,Hongkong,2019,12243,"levende dyr, fødevarer, drikkevarer og tobak"
1498,Hongkong,2020,23223,"levende dyr, fødevarer, drikkevarer og tobak"
1499,Hongkong,2021,110900,"levende dyr, fødevarer, drikkevarer og tobak"
1511,Indien,2018,191888,"levende dyr, fødevarer, drikkevarer og tobak"
1512,Indien,2019,201414,"levende dyr, fødevarer, drikkevarer og tobak"
1513,Indien,2020,178993,"levende dyr, fødevarer, drikkevarer og tobak"
1514,Indien,2021,279550,"levende dyr, fødevarer, drikkevarer og tobak"
1526,Indonesien,2018,578283,"levende dyr, fødevarer, drikkevarer og tobak"
1527,Indonesien,2019,370404,"levende dyr, fødevarer, drikkevarer og tobak"
1528,Indonesien,2020,237419,"levende dyr, fødevarer, drikkevarer og tobak"
1529,Indonesien,2021,387506,"levende dyr, fødevarer, drikkevarer og tobak"
1541,Irak,2018,302,"levende dyr, fødevarer, drikkevarer og tobak"
1542,Irak,2019,3,"levende dyr, fødevarer, drikkevarer og tobak"
1543,Irak,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1544,Irak,2021,2,"levende dyr, fødevarer, drikkevarer og tobak"
1556,Iran,2018,34067,"levende dyr, fødevarer, drikkevarer og tobak"
1557,Iran,2019,36098,"levende dyr, fødevarer, drikkevarer og tobak"
1558,Iran,2020,38963,"levende dyr, fødevarer, drikkevarer og tobak"
1559,Iran,2021,40880,"levende dyr, fødevarer, drikkevarer og tobak"
1571,Irland,2018,891149,"levende dyr, fødevarer, drikkevarer og tobak"
1572,Irland,2019,954631,"levende dyr, fødevarer, drikkevarer og tobak"
1573,Irland,2020,850726,"levende dyr, fødevarer, drikkevarer og tobak"
1574,Irland,2021,906132,"levende dyr, fødevarer, drikkevarer og tobak"
1586,Island,2018,459122,"levende dyr, fødevarer, drikkevarer og tobak"
1587,Island,2019,442613,"levende dyr, fødevarer, drikkevarer og tobak"
1588,Island,2020,533863,"levende dyr, fødevarer, drikkevarer og tobak"
1589,Island,2021,624363,"levende dyr, fødevarer, drikkevarer og tobak"
1601,Israel,2018,21504,"levende dyr, fødevarer, drikkevarer og tobak"
1602,Israel,2019,39082,"levende dyr, fødevarer, drikkevarer og tobak"
1603,Israel,2020,22795,"levende dyr, fødevarer, drikkevarer og tobak"
1604,Israel,2021,26901,"levende dyr, fødevarer, drikkevarer og tobak"
1616,Italien,2018,3933203,"levende dyr, fødevarer, drikkevarer og tobak"
1617,Italien,2019,3893175,"levende dyr, fødevarer, drikkevarer og tobak"
1618,Italien,2020,4191778,"levende dyr, fødevarer, drikkevarer og tobak"
1619,Italien,2021,4792590,"levende dyr, fødevarer, drikkevarer og tobak"
1631,Jamaica,2018,604,"levende dyr, fødevarer, drikkevarer og tobak"
1632,Jamaica,2019,1429,"levende dyr, fødevarer, drikkevarer og tobak"
1633,Jamaica,2020,932,"levende dyr, fødevarer, drikkevarer og tobak"
1634,Jamaica,2021,3055,"levende dyr, fødevarer, drikkevarer og tobak"
1646,Japan,2018,22676,"levende dyr, fødevarer, drikkevarer og tobak"
1647,Japan,2019,31364,"levende dyr, fødevarer, drikkevarer og tobak"
1648,Japan,2020,28712,"levende dyr, fødevarer, drikkevarer og tobak"
1649,Japan,2021,51693,"levende dyr, fødevarer, drikkevarer og tobak"
1661,Jordan,2018,1899,"levende dyr, fødevarer, drikkevarer og tobak"
1662,Jordan,2019,2051,"levende dyr, fødevarer, drikkevarer og tobak"
1663,Jordan,2020,2157,"levende dyr, fødevarer, drikkevarer og tobak"
1664,Jordan,2021,1876,"levende dyr, fødevarer, drikkevarer og tobak"
1676,Jugoslavien,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1677,Jugoslavien,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1678,Jugoslavien,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1679,Jugoslavien,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1691,Juleøen,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1692,Juleøen,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1693,Juleøen,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1694,Juleøen,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1706,Kanariske Øer,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1707,Kanariske Øer,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1708,Kanariske Øer,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1709,Kanariske Øer,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1721,Kap Verde,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1722,Kap Verde,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1723,Kap Verde,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1724,Kap Verde,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1736,Kasakhstan,2018,725,"levende dyr, fødevarer, drikkevarer og tobak"
1737,Kasakhstan,2019,5439,"levende dyr, fødevarer, drikkevarer og tobak"
1738,Kasakhstan,2020,36255,"levende dyr, fødevarer, drikkevarer og tobak"
1739,Kasakhstan,2021,9852,"levende dyr, fødevarer, drikkevarer og tobak"
1751,Kenya,2018,19004,"levende dyr, fødevarer, drikkevarer og tobak"
1752,Kenya,2019,26154,"levende dyr, fødevarer, drikkevarer og tobak"
1753,Kenya,2020,41908,"levende dyr, fødevarer, drikkevarer og tobak"
1754,Kenya,2021,55091,"levende dyr, fødevarer, drikkevarer og tobak"
1766,Kina,2018,1153546,"levende dyr, fødevarer, drikkevarer og tobak"
1767,Kina,2019,1030077,"levende dyr, fødevarer, drikkevarer og tobak"
1768,Kina,2020,800927,"levende dyr, fødevarer, drikkevarer og tobak"
1769,Kina,2021,874472,"levende dyr, fødevarer, drikkevarer og tobak"
1781,Kirgisistan,2018,312,"levende dyr, fødevarer, drikkevarer og tobak"
1782,Kirgisistan,2019,144,"levende dyr, fødevarer, drikkevarer og tobak"
1783,Kirgisistan,2020,22,"levende dyr, fødevarer, drikkevarer og tobak"
1784,Kirgisistan,2021,187,"levende dyr, fødevarer, drikkevarer og tobak"
1796,Kosovo,2018,11,"levende dyr, fødevarer, drikkevarer og tobak"
1797,Kosovo,2019,27,"levende dyr, fødevarer, drikkevarer og tobak"
1798,Kosovo,2020,94,"levende dyr, fødevarer, drikkevarer og tobak"
1799,Kosovo,2021,587,"levende dyr, fødevarer, drikkevarer og tobak"
1811,Kroatien,2018,14802,"levende dyr, fødevarer, drikkevarer og tobak"
1812,Kroatien,2019,16768,"levende dyr, fødevarer, drikkevarer og tobak"
1813,Kroatien,2020,16574,"levende dyr, fødevarer, drikkevarer og tobak"
1814,Kroatien,2021,23128,"levende dyr, fødevarer, drikkevarer og tobak"
1826,Kuwait,2018,9,"levende dyr, fødevarer, drikkevarer og tobak"
1827,Kuwait,2019,24,"levende dyr, fødevarer, drikkevarer og tobak"
1828,Kuwait,2020,11,"levende dyr, fødevarer, drikkevarer og tobak"
1829,Kuwait,2021,80,"levende dyr, fødevarer, drikkevarer og tobak"
1841,Laos,2018,514,"levende dyr, fødevarer, drikkevarer og tobak"
1842,Laos,2019,1923,"levende dyr, fødevarer, drikkevarer og tobak"
1843,Laos,2020,1109,"levende dyr, fødevarer, drikkevarer og tobak"
1844,Laos,2021,4616,"levende dyr, fødevarer, drikkevarer og tobak"
1856,Lesotho,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1857,Lesotho,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1858,Lesotho,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1859,Lesotho,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1871,Letland,2018,490243,"levende dyr, fødevarer, drikkevarer og tobak"
1872,Letland,2019,424854,"levende dyr, fødevarer, drikkevarer og tobak"
1873,Letland,2020,592650,"levende dyr, fødevarer, drikkevarer og tobak"
1874,Letland,2021,443940,"levende dyr, fødevarer, drikkevarer og tobak"
1886,Libanon,2018,5625,"levende dyr, fødevarer, drikkevarer og tobak"
1887,Libanon,2019,6248,"levende dyr, fødevarer, drikkevarer og tobak"
1888,Libanon,2020,7553,"levende dyr, fødevarer, drikkevarer og tobak"
1889,Libanon,2021,9291,"levende dyr, fødevarer, drikkevarer og tobak"
1901,Liberia,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1902,Liberia,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1903,Liberia,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1904,Liberia,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1916,Libyen,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1917,Libyen,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1918,Libyen,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1919,Libyen,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1931,Liechtenstein,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
1932,Liechtenstein,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1933,Liechtenstein,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
1934,Liechtenstein,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1946,Litauen,2018,724464,"levende dyr, fødevarer, drikkevarer og tobak"
1947,Litauen,2019,816534,"levende dyr, fødevarer, drikkevarer og tobak"
1948,Litauen,2020,768780,"levende dyr, fødevarer, drikkevarer og tobak"
1949,Litauen,2021,842975,"levende dyr, fødevarer, drikkevarer og tobak"
1961,Luxembourg,2018,315055,"levende dyr, fødevarer, drikkevarer og tobak"
1962,Luxembourg,2019,435805,"levende dyr, fødevarer, drikkevarer og tobak"
1963,Luxembourg,2020,302543,"levende dyr, fødevarer, drikkevarer og tobak"
1964,Luxembourg,2021,427847,"levende dyr, fødevarer, drikkevarer og tobak"
1976,Macao,2018,2,"levende dyr, fødevarer, drikkevarer og tobak"
1977,Macao,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
1978,Macao,2020,49,"levende dyr, fødevarer, drikkevarer og tobak"
1979,Macao,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
1991,Madagaskar,2018,15279,"levende dyr, fødevarer, drikkevarer og tobak"
1992,Madagaskar,2019,14138,"levende dyr, fødevarer, drikkevarer og tobak"
1993,Madagaskar,2020,14298,"levende dyr, fødevarer, drikkevarer og tobak"
1994,Madagaskar,2021,28735,"levende dyr, fødevarer, drikkevarer og tobak"
2006,Malawi,2018,38706,"levende dyr, fødevarer, drikkevarer og tobak"
2007,Malawi,2019,28313,"levende dyr, fødevarer, drikkevarer og tobak"
2008,Malawi,2020,36710,"levende dyr, fødevarer, drikkevarer og tobak"
2009,Malawi,2021,39018,"levende dyr, fødevarer, drikkevarer og tobak"
2021,Malaysia,2018,331172,"levende dyr, fødevarer, drikkevarer og tobak"
2022,Malaysia,2019,416063,"levende dyr, fødevarer, drikkevarer og tobak"
2023,Malaysia,2020,431521,"levende dyr, fødevarer, drikkevarer og tobak"
2024,Malaysia,2021,454388,"levende dyr, fødevarer, drikkevarer og tobak"
2036,Maldiverne,2018,179,"levende dyr, fødevarer, drikkevarer og tobak"
2037,Maldiverne,2019,1,"levende dyr, fødevarer, drikkevarer og tobak"
2038,Maldiverne,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2039,Maldiverne,2021,54,"levende dyr, fødevarer, drikkevarer og tobak"
2051,Mali,2018,107,"levende dyr, fødevarer, drikkevarer og tobak"
2052,Mali,2019,80267,"levende dyr, fødevarer, drikkevarer og tobak"
2053,Mali,2020,173742,"levende dyr, fødevarer, drikkevarer og tobak"
2054,Mali,2021,69691,"levende dyr, fødevarer, drikkevarer og tobak"
2066,Malta,2018,11183,"levende dyr, fødevarer, drikkevarer og tobak"
2067,Malta,2019,8532,"levende dyr, fødevarer, drikkevarer og tobak"
2068,Malta,2020,4260,"levende dyr, fødevarer, drikkevarer og tobak"
2069,Malta,2021,5673,"levende dyr, fødevarer, drikkevarer og tobak"
2081,Marokko,2018,95100,"levende dyr, fødevarer, drikkevarer og tobak"
2082,Marokko,2019,120130,"levende dyr, fødevarer, drikkevarer og tobak"
2083,Marokko,2020,129228,"levende dyr, fødevarer, drikkevarer og tobak"
2084,Marokko,2021,83856,"levende dyr, fødevarer, drikkevarer og tobak"
2096,Marshalløerne,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2097,Marshalløerne,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2098,Marshalløerne,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2099,Marshalløerne,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2111,Martinique,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2112,Martinique,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2113,Martinique,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2114,Martinique,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2126,Mauritanien,2018,68183,"levende dyr, fødevarer, drikkevarer og tobak"
2127,Mauritanien,2019,30043,"levende dyr, fødevarer, drikkevarer og tobak"
2128,Mauritanien,2020,12061,"levende dyr, fødevarer, drikkevarer og tobak"
2129,Mauritanien,2021,1415,"levende dyr, fødevarer, drikkevarer og tobak"
2141,Mauritius,2018,23008,"levende dyr, fødevarer, drikkevarer og tobak"
2142,Mauritius,2019,39754,"levende dyr, fødevarer, drikkevarer og tobak"
2143,Mauritius,2020,21526,"levende dyr, fødevarer, drikkevarer og tobak"
2144,Mauritius,2021,19314,"levende dyr, fødevarer, drikkevarer og tobak"
2156,Mayotte,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2157,Mayotte,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2158,Mayotte,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2159,Mayotte,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2171,Melilla,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2172,Melilla,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2173,Melilla,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2174,Melilla,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2186,Mexico,2018,175954,"levende dyr, fødevarer, drikkevarer og tobak"
2187,Mexico,2019,141175,"levende dyr, fødevarer, drikkevarer og tobak"
2188,Mexico,2020,170054,"levende dyr, fødevarer, drikkevarer og tobak"
2189,Mexico,2021,232424,"levende dyr, fødevarer, drikkevarer og tobak"
2201,Mikronesiske Stater,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2202,Mikronesiske Stater,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2203,Mikronesiske Stater,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2204,Mikronesiske Stater,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2216,Moldova,2018,9008,"levende dyr, fødevarer, drikkevarer og tobak"
2217,Moldova,2019,13376,"levende dyr, fødevarer, drikkevarer og tobak"
2218,Moldova,2020,6191,"levende dyr, fødevarer, drikkevarer og tobak"
2219,Moldova,2021,8436,"levende dyr, fødevarer, drikkevarer og tobak"
2231,Mongoliet,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2232,Mongoliet,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2233,Mongoliet,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2234,Mongoliet,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2246,Montenegro,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2247,Montenegro,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2248,Montenegro,2020,61,"levende dyr, fødevarer, drikkevarer og tobak"
2249,Montenegro,2021,16,"levende dyr, fødevarer, drikkevarer og tobak"
2261,Montenegro (2005-2006),2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2262,Montenegro (2005-2006),2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2263,Montenegro (2005-2006),2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2264,Montenegro (2005-2006),2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2276,Montserrat,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2277,Montserrat,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2278,Montserrat,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2279,Montserrat,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2291,Mozambique,2018,956,"levende dyr, fødevarer, drikkevarer og tobak"
2292,Mozambique,2019,6035,"levende dyr, fødevarer, drikkevarer og tobak"
2293,Mozambique,2020,2193,"levende dyr, fødevarer, drikkevarer og tobak"
2294,Mozambique,2021,152,"levende dyr, fødevarer, drikkevarer og tobak"
2306,Myanmar,2018,3179,"levende dyr, fødevarer, drikkevarer og tobak"
2307,Myanmar,2019,760,"levende dyr, fødevarer, drikkevarer og tobak"
2308,Myanmar,2020,829,"levende dyr, fødevarer, drikkevarer og tobak"
2309,Myanmar,2021,2800,"levende dyr, fødevarer, drikkevarer og tobak"
2321,Namibia,2018,2970,"levende dyr, fødevarer, drikkevarer og tobak"
2322,Namibia,2019,6312,"levende dyr, fødevarer, drikkevarer og tobak"
2323,Namibia,2020,7746,"levende dyr, fødevarer, drikkevarer og tobak"
2324,Namibia,2021,12183,"levende dyr, fødevarer, drikkevarer og tobak"
2336,Nauru,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2337,Nauru,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2338,Nauru,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2339,Nauru,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2351,Nederlandene,2018,10013644,"levende dyr, fødevarer, drikkevarer og tobak"
2352,Nederlandene,2019,10500910,"levende dyr, fødevarer, drikkevarer og tobak"
2353,Nederlandene,2020,10600793,"levende dyr, fødevarer, drikkevarer og tobak"
2354,Nederlandene,2021,12295960,"levende dyr, fødevarer, drikkevarer og tobak"
2366,Nederlandske Antiller,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2367,Nederlandske Antiller,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2368,Nederlandske Antiller,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2369,Nederlandske Antiller,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2381,Nepal,2018,105,"levende dyr, fødevarer, drikkevarer og tobak"
2382,Nepal,2019,299,"levende dyr, fødevarer, drikkevarer og tobak"
2383,Nepal,2020,242,"levende dyr, fødevarer, drikkevarer og tobak"
2384,Nepal,2021,242,"levende dyr, fødevarer, drikkevarer og tobak"
2396,New Zealand,2018,373564,"levende dyr, fødevarer, drikkevarer og tobak"
2397,New Zealand,2019,265335,"levende dyr, fødevarer, drikkevarer og tobak"
2398,New Zealand,2020,183729,"levende dyr, fødevarer, drikkevarer og tobak"
2399,New Zealand,2021,240297,"levende dyr, fødevarer, drikkevarer og tobak"
2411,New Zealandsk Oceanien,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2412,New Zealandsk Oceanien,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2413,New Zealandsk Oceanien,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2414,New Zealandsk Oceanien,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2426,Nicaragua,2018,11047,"levende dyr, fødevarer, drikkevarer og tobak"
2427,Nicaragua,2019,19102,"levende dyr, fødevarer, drikkevarer og tobak"
2428,Nicaragua,2020,5757,"levende dyr, fødevarer, drikkevarer og tobak"
2429,Nicaragua,2021,3785,"levende dyr, fødevarer, drikkevarer og tobak"
2441,Niger,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2442,Niger,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2443,Niger,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2444,Niger,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2456,Nigeria,2018,2,"levende dyr, fødevarer, drikkevarer og tobak"
2457,Nigeria,2019,16,"levende dyr, fødevarer, drikkevarer og tobak"
2458,Nigeria,2020,14177,"levende dyr, fødevarer, drikkevarer og tobak"
2459,Nigeria,2021,5301,"levende dyr, fødevarer, drikkevarer og tobak"
2471,Niue,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2472,Niue,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2473,Niue,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2474,Niue,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2486,Nordkorea,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2487,Nordkorea,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2488,Nordkorea,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2489,Nordkorea,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2501,Nordmakedonien,2018,4667,"levende dyr, fødevarer, drikkevarer og tobak"
2502,Nordmakedonien,2019,8297,"levende dyr, fødevarer, drikkevarer og tobak"
2503,Nordmakedonien,2020,9489,"levende dyr, fødevarer, drikkevarer og tobak"
2504,Nordmakedonien,2021,9949,"levende dyr, fødevarer, drikkevarer og tobak"
2516,Nordmarianerne,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2517,Nordmarianerne,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2518,Nordmarianerne,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2519,Nordmarianerne,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2531,Norfolkøen,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2532,Norfolkøen,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2533,Norfolkøen,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2534,Norfolkøen,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2546,Norge,2018,6279502,"levende dyr, fødevarer, drikkevarer og tobak"
2547,Norge,2019,6878459,"levende dyr, fødevarer, drikkevarer og tobak"
2548,Norge,2020,6838861,"levende dyr, fødevarer, drikkevarer og tobak"
2549,Norge,2021,7726457,"levende dyr, fødevarer, drikkevarer og tobak"
2561,Ny Kaledonien,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2562,Ny Kaledonien,2019,1,"levende dyr, fødevarer, drikkevarer og tobak"
2563,Ny Kaledonien,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2564,Ny Kaledonien,2021,1,"levende dyr, fødevarer, drikkevarer og tobak"
2576,Oman,2018,102,"levende dyr, fødevarer, drikkevarer og tobak"
2577,Oman,2019,95,"levende dyr, fødevarer, drikkevarer og tobak"
2578,Oman,2020,36,"levende dyr, fødevarer, drikkevarer og tobak"
2579,Oman,2021,7,"levende dyr, fødevarer, drikkevarer og tobak"
2591,Pakistan,2018,36534,"levende dyr, fødevarer, drikkevarer og tobak"
2592,Pakistan,2019,38056,"levende dyr, fødevarer, drikkevarer og tobak"
2593,Pakistan,2020,43574,"levende dyr, fødevarer, drikkevarer og tobak"
2594,Pakistan,2021,38372,"levende dyr, fødevarer, drikkevarer og tobak"
2606,Palau,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
2607,Palau,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
2608,Palau,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
2609,Palau,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
2621,Panama,2018,70957,"levende dyr, fødevarer, drikkevarer og tobak"
