ID,LAND,TID,SITC,INDHOLD
1579,Liechtenstein,2020,Kemikalier og relaterede produkter,5136
1580,Liechtenstein,2021,Kemikalier og relaterede produkter,2062
1581,Lithuania,2018,Kemikalier og relaterede produkter,781630
1582,Lithuania,2019,Kemikalier og relaterede produkter,616365
1583,Lithuania,2020,Kemikalier og relaterede produkter,681639
1584,Lithuania,2021,Kemikalier og relaterede produkter,973770
1585,Luxembourg,2018,Kemikalier og relaterede produkter,51868
1586,Luxembourg,2019,Kemikalier og relaterede produkter,70724
1587,Luxembourg,2020,Kemikalier og relaterede produkter,66767
1588,Luxembourg,2021,Kemikalier og relaterede produkter,101576
1589,Macao,2018,Kemikalier og relaterede produkter,0
1590,Macao,2019,Kemikalier og relaterede produkter,0
1591,Macao,2020,Kemikalier og relaterede produkter,0
1592,Macao,2021,Kemikalier og relaterede produkter,0
1593,Madagascar,2018,Kemikalier og relaterede produkter,0
1594,Madagascar,2019,Kemikalier og relaterede produkter,0
1595,Madagascar,2020,Kemikalier og relaterede produkter,0
1596,Madagascar,2021,Kemikalier og relaterede produkter,0
1597,Malawi,2018,Kemikalier og relaterede produkter,0
1598,Malawi,2019,Kemikalier og relaterede produkter,0
1599,Malawi,2020,Kemikalier og relaterede produkter,0
1600,Malawi,2021,Kemikalier og relaterede produkter,0
1601,Malaysia,2018,Kemikalier og relaterede produkter,92729
1602,Malaysia,2019,Kemikalier og relaterede produkter,69865
1603,Malaysia,2020,Kemikalier og relaterede produkter,132513
1604,Malaysia,2021,Kemikalier og relaterede produkter,172694
1605,Maldives,2018,Kemikalier og relaterede produkter,0
1606,Maldives,2019,Kemikalier og relaterede produkter,0
1607,Maldives,2020,Kemikalier og relaterede produkter,0
1608,Maldives,2021,Kemikalier og relaterede produkter,0
1609,Mali,2018,Kemikalier og relaterede produkter,0
1610,Mali,2019,Kemikalier og relaterede produkter,359
1611,Mali,2020,Kemikalier og relaterede produkter,0
1612,Mali,2021,Kemikalier og relaterede produkter,0
1613,Malta,2018,Kemikalier og relaterede produkter,107698
1614,Malta,2019,Kemikalier og relaterede produkter,98539
1615,Malta,2020,Kemikalier og relaterede produkter,131660
1616,Malta,2021,Kemikalier og relaterede produkter,158587
1617,Morocco,2018,Kemikalier og relaterede produkter,1841
1618,Morocco,2019,Kemikalier og relaterede produkter,2778
1619,Morocco,2020,Kemikalier og relaterede produkter,1807
1620,Morocco,2021,Kemikalier og relaterede produkter,1507
1621,Marshall Islands,2018,Kemikalier og relaterede produkter,0
1622,Marshall Islands,2019,Kemikalier og relaterede produkter,0
1623,Marshall Islands,2020,Kemikalier og relaterede produkter,0
1624,Marshall Islands,2021,Kemikalier og relaterede produkter,0
1625,Martinique,2018,Kemikalier og relaterede produkter,0
1626,Martinique,2019,Kemikalier og relaterede produkter,0
1627,Martinique,2020,Kemikalier og relaterede produkter,0
1628,Martinique,2021,Kemikalier og relaterede produkter,0
1629,Mauritania,2018,Kemikalier og relaterede produkter,0
1630,Mauritania,2019,Kemikalier og relaterede produkter,0
1631,Mauritania,2020,Kemikalier og relaterede produkter,0
1632,Mauritania,2021,Kemikalier og relaterede produkter,0
1633,Mauritius,2018,Kemikalier og relaterede produkter,0
1634,Mauritius,2019,Kemikalier og relaterede produkter,0
1635,Mauritius,2020,Kemikalier og relaterede produkter,0
1636,Mauritius,2021,Kemikalier og relaterede produkter,6
1637,Mayotte,2018,Kemikalier og relaterede produkter,0
1638,Mayotte,2019,Kemikalier og relaterede produkter,0
1639,Mayotte,2020,Kemikalier og relaterede produkter,0
1640,Mayotte,2021,Kemikalier og relaterede produkter,0
1641,Melilla,2018,Kemikalier og relaterede produkter,0
1642,Melilla,2019,Kemikalier og relaterede produkter,0
1643,Melilla,2020,Kemikalier og relaterede produkter,0
1644,Melilla,2021,Kemikalier og relaterede produkter,0
1645,Mexico,2018,Kemikalier og relaterede produkter,77754
1646,Mexico,2019,Kemikalier og relaterede produkter,68924
1647,Mexico,2020,Kemikalier og relaterede produkter,35766
1648,Mexico,2021,Kemikalier og relaterede produkter,74501
1649,Marshall Islands,2018,Kemikalier og relaterede produkter,0
1650,Marshall Islands,2019,Kemikalier og relaterede produkter,0
1651,Marshall Islands,2020,Kemikalier og relaterede produkter,0
1652,Marshall Islands,2021,Kemikalier og relaterede produkter,0
1653,Moldova,2018,Kemikalier og relaterede produkter,7
1654,Moldova,2019,Kemikalier og relaterede produkter,3
1655,Moldova,2020,Kemikalier og relaterede produkter,0
1656,Moldova,2021,Kemikalier og relaterede produkter,14
1657,Mongolia,2018,Kemikalier og relaterede produkter,3
1658,Mongolia,2019,Kemikalier og relaterede produkter,191
1659,Mongolia,2020,Kemikalier og relaterede produkter,0
1660,Mongolia,2021,Kemikalier og relaterede produkter,1
1661,Montenegro,2018,Kemikalier og relaterede produkter,154
1662,Montenegro,2019,Kemikalier og relaterede produkter,0
1663,Montenegro,2020,Kemikalier og relaterede produkter,0
1664,Montenegro,2021,Kemikalier og relaterede produkter,0
1665,Montenegro,2018,Kemikalier og relaterede produkter,0
1666,Montenegro,2019,Kemikalier og relaterede produkter,0
1667,Montenegro,2020,Kemikalier og relaterede produkter,0
1668,Montenegro,2021,Kemikalier og relaterede produkter,0
1669,Montserrat,2018,Kemikalier og relaterede produkter,0
1670,Montserrat,2019,Kemikalier og relaterede produkter,0
1671,Montserrat,2020,Kemikalier og relaterede produkter,0
1672,Montserrat,2021,Kemikalier og relaterede produkter,0
1673,Mozambique,2018,Kemikalier og relaterede produkter,0
1674,Mozambique,2019,Kemikalier og relaterede produkter,0
1675,Mozambique,2020,Kemikalier og relaterede produkter,0
1676,Mozambique,2021,Kemikalier og relaterede produkter,1
1677,Myanmar,2018,Kemikalier og relaterede produkter,1
1678,Myanmar,2019,Kemikalier og relaterede produkter,2
1679,Myanmar,2020,Kemikalier og relaterede produkter,0
1680,Myanmar,2021,Kemikalier og relaterede produkter,3
1681,Namibia,2018,Kemikalier og relaterede produkter,0
1682,Namibia,2019,Kemikalier og relaterede produkter,0
1683,Namibia,2020,Kemikalier og relaterede produkter,0
1684,Namibia,2021,Kemikalier og relaterede produkter,0
1685,Nauru,2018,Kemikalier og relaterede produkter,0
1686,Nauru,2019,Kemikalier og relaterede produkter,0
1687,Nauru,2020,Kemikalier og relaterede produkter,0
1688,Nauru,2021,Kemikalier og relaterede produkter,0
1689,Netherlands,2018,Kemikalier og relaterede produkter,7450589
1690,Netherlands,2019,Kemikalier og relaterede produkter,7120261
1691,Netherlands,2020,Kemikalier og relaterede produkter,8530747
1692,Netherlands,2021,Kemikalier og relaterede produkter,10516834
1693,Netherlands,2018,Kemikalier og relaterede produkter,0
1694,Netherlands,2019,Kemikalier og relaterede produkter,0
1695,Netherlands,2020,Kemikalier og relaterede produkter,0
1696,Netherlands,2021,Kemikalier og relaterede produkter,0
1697,Nepal,2018,Kemikalier og relaterede produkter,0
1698,Nepal,2019,Kemikalier og relaterede produkter,2
1699,Nepal,2020,Kemikalier og relaterede produkter,0
1700,Nepal,2021,Kemikalier og relaterede produkter,8
1701,New Zealand,2018,Kemikalier og relaterede produkter,73717
1702,New Zealand,2019,Kemikalier og relaterede produkter,71360
1703,New Zealand,2020,Kemikalier og relaterede produkter,74250
1704,New Zealand,2021,Kemikalier og relaterede produkter,86234
1705,New Zealand,2018,Kemikalier og relaterede produkter,0
1706,New Zealand,2019,Kemikalier og relaterede produkter,0
1707,New Zealand,2020,Kemikalier og relaterede produkter,0
1708,New Zealand,2021,Kemikalier og relaterede produkter,0
1709,Nicaragua,2018,Kemikalier og relaterede produkter,76
1710,Nicaragua,2019,Kemikalier og relaterede produkter,40
1711,Nicaragua,2020,Kemikalier og relaterede produkter,281
1712,Nicaragua,2021,Kemikalier og relaterede produkter,688
1713,Niger,2018,Kemikalier og relaterede produkter,0
1714,Niger,2019,Kemikalier og relaterede produkter,0
1715,Niger,2020,Kemikalier og relaterede produkter,0
1716,Niger,2021,Kemikalier og relaterede produkter,0
1717,Nigeria,2018,Kemikalier og relaterede produkter,2
1718,Nigeria,2019,Kemikalier og relaterede produkter,0
1719,Nigeria,2020,Kemikalier og relaterede produkter,31
1720,Nigeria,2021,Kemikalier og relaterede produkter,1
1721,Niue,2018,Kemikalier og relaterede produkter,0
1722,Niue,2019,Kemikalier og relaterede produkter,0
1723,Niue,2020,Kemikalier og relaterede produkter,0
1724,Niue,2021,Kemikalier og relaterede produkter,0
1725,North Korea,2018,Kemikalier og relaterede produkter,0
1726,North Korea,2019,Kemikalier og relaterede produkter,0
1727,North Korea,2020,Kemikalier og relaterede produkter,375
1728,North Korea,2021,Kemikalier og relaterede produkter,546
1729,Macedonia,2018,Kemikalier og relaterede produkter,938
1730,Macedonia,2019,Kemikalier og relaterede produkter,397
1731,Macedonia,2020,Kemikalier og relaterede produkter,267
1732,Macedonia,2021,Kemikalier og relaterede produkter,446
1733,Macedonia,2018,Kemikalier og relaterede produkter,0
1734,Macedonia,2019,Kemikalier og relaterede produkter,0
1735,Macedonia,2020,Kemikalier og relaterede produkter,175
1736,Macedonia,2021,Kemikalier og relaterede produkter,0
1737,Norfolk Island,2018,Kemikalier og relaterede produkter,0
1738,Norfolk Island,2019,Kemikalier og relaterede produkter,0
1739,Norfolk Island,2020,Kemikalier og relaterede produkter,0
1740,Norfolk Island,2021,Kemikalier og relaterede produkter,0
1741,Norway,2018,Kemikalier og relaterede produkter,1775526
1742,Norway,2019,Kemikalier og relaterede produkter,1459159
1743,Norway,2020,Kemikalier og relaterede produkter,1228803
1744,Norway,2021,Kemikalier og relaterede produkter,1483037
1745,New Calendonia,2018,Kemikalier og relaterede produkter,1
1746,New Calendonia,2019,Kemikalier og relaterede produkter,9490
1747,New Calendonia,2020,Kemikalier og relaterede produkter,0
1748,New Calendonia,2021,Kemikalier og relaterede produkter,0
1749,Oman,2018,Kemikalier og relaterede produkter,46814
1750,Oman,2019,Kemikalier og relaterede produkter,41511
1751,Oman,2020,Kemikalier og relaterede produkter,37512
1752,Oman,2021,Kemikalier og relaterede produkter,51677
1753,Pakistan,2018,Kemikalier og relaterede produkter,284
1754,Pakistan,2019,Kemikalier og relaterede produkter,295
1755,Pakistan,2020,Kemikalier og relaterede produkter,293
1756,Pakistan,2021,Kemikalier og relaterede produkter,543
1757,Palau,2018,Kemikalier og relaterede produkter,0
1758,Palau,2019,Kemikalier og relaterede produkter,0
1759,Palau,2020,Kemikalier og relaterede produkter,0
1760,Palau,2021,Kemikalier og relaterede produkter,0
1761,Panama,2018,Kemikalier og relaterede produkter,12783
1762,Panama,2019,Kemikalier og relaterede produkter,0
1763,Panama,2020,Kemikalier og relaterede produkter,11
1764,Panama,2021,Kemikalier og relaterede produkter,59
1765,Panama,2018,Kemikalier og relaterede produkter,0
1766,Panama,2019,Kemikalier og relaterede produkter,0
1767,Panama,2020,Kemikalier og relaterede produkter,0
1768,Panama,2021,Kemikalier og relaterede produkter,0
1769,Papua New Guinea,2018,Kemikalier og relaterede produkter,0
1770,Papua New Guinea,2019,Kemikalier og relaterede produkter,0
1771,Papua New Guinea,2020,Kemikalier og relaterede produkter,13406
1772,Papua New Guinea,2021,Kemikalier og relaterede produkter,0
1773,Paraguay,2018,Kemikalier og relaterede produkter,1
1774,Paraguay,2019,Kemikalier og relaterede produkter,1
1775,Paraguay,2020,Kemikalier og relaterede produkter,0
1776,Paraguay,2021,Kemikalier og relaterede produkter,0
1777,Peru,2018,Kemikalier og relaterede produkter,119441
1778,Peru,2019,Kemikalier og relaterede produkter,114462
1779,Peru,2020,Kemikalier og relaterede produkter,107796
1780,Peru,2021,Kemikalier og relaterede produkter,121626
1781,Pitcairn,2018,Kemikalier og relaterede produkter,0
1782,Pitcairn,2019,Kemikalier og relaterede produkter,0
1783,Pitcairn,2020,Kemikalier og relaterede produkter,0
1784,Pitcairn,2021,Kemikalier og relaterede produkter,0
1785,Polar Regions,2018,Kemikalier og relaterede produkter,0
1786,Polar Regions,2019,Kemikalier og relaterede produkter,0
1787,Polar Regions,2020,Kemikalier og relaterede produkter,0
1788,Polar Regions,2021,Kemikalier og relaterede produkter,0
1789,Poland,2018,Kemikalier og relaterede produkter,2281275
1790,Poland,2019,Kemikalier og relaterede produkter,2485972
1791,Poland,2020,Kemikalier og relaterede produkter,2896280
1792,Poland,2021,Kemikalier og relaterede produkter,2599245
1793,Portugal,2018,Kemikalier og relaterede produkter,81553
1794,Portugal,2019,Kemikalier og relaterede produkter,65991
1795,Portugal,2020,Kemikalier og relaterede produkter,215893
1796,Portugal,2021,Kemikalier og relaterede produkter,306010
1797,Portugal,2018,Kemikalier og relaterede produkter,0
1798,Portugal,2019,Kemikalier og relaterede produkter,0
1799,Portugal,2020,Kemikalier og relaterede produkter,0
1800,Portugal,2021,Kemikalier og relaterede produkter,0
1801,Puerto Rico,2018,Kemikalier og relaterede produkter,0
1802,Puerto Rico,2019,Kemikalier og relaterede produkter,0
1803,Puerto Rico,2020,Kemikalier og relaterede produkter,0
1804,Puerto Rico,2021,Kemikalier og relaterede produkter,0
1805,Qatar,2018,Kemikalier og relaterede produkter,44278
1806,Qatar,2019,Kemikalier og relaterede produkter,51108
1807,Qatar,2020,Kemikalier og relaterede produkter,36671
1808,Qatar,2021,Kemikalier og relaterede produkter,15829
1809,Reunion,2018,Kemikalier og relaterede produkter,0
1810,Reunion,2019,Kemikalier og relaterede produkter,0
1811,Reunion,2020,Kemikalier og relaterede produkter,0
1812,Reunion,2021,Kemikalier og relaterede produkter,0
1813,Romania,2018,Kemikalier og relaterede produkter,44570
1814,Romania,2019,Kemikalier og relaterede produkter,59242
1815,Romania,2020,Kemikalier og relaterede produkter,68674
1816,Romania,2021,Kemikalier og relaterede produkter,196384
1817,Russia,2018,Kemikalier og relaterede produkter,322553
1818,Russia,2019,Kemikalier og relaterede produkter,335895
1819,Russia,2020,Kemikalier og relaterede produkter,395796
1820,Russia,2021,Kemikalier og relaterede produkter,567139
1821,Rwanda,2018,Kemikalier og relaterede produkter,0
1822,Rwanda,2019,Kemikalier og relaterede produkter,0
1823,Rwanda,2020,Kemikalier og relaterede produkter,0
1824,Rwanda,2021,Kemikalier og relaterede produkter,0
1825,Saint-Barthelemy,2018,Kemikalier og relaterede produkter,0
1826,Saint-Barthelemy,2019,Kemikalier og relaterede produkter,0
1827,Saint-Barthelemy,2020,Kemikalier og relaterede produkter,0
1828,Saint-Barthelemy,2021,Kemikalier og relaterede produkter,0
1829,Samoa,2018,Kemikalier og relaterede produkter,0
1830,Samoa,2019,Kemikalier og relaterede produkter,0
1831,Samoa,2020,Kemikalier og relaterede produkter,0
1832,Samoa,2021,Kemikalier og relaterede produkter,0
1833,Samoa,2018,Kemikalier og relaterede produkter,0
1834,Samoa,2019,Kemikalier og relaterede produkter,0
1835,Samoa,2020,Kemikalier og relaterede produkter,0
1836,Samoa,2021,Kemikalier og relaterede produkter,0
1837,San Marino,2018,Kemikalier og relaterede produkter,589
1838,San Marino,2019,Kemikalier og relaterede produkter,897
1839,San Marino,2020,Kemikalier og relaterede produkter,585
1840,San Marino,2021,Kemikalier og relaterede produkter,550
1841,San Marino,2018,Kemikalier og relaterede produkter,0
1842,San Marino,2019,Kemikalier og relaterede produkter,0
1843,San Marino,2020,Kemikalier og relaterede produkter,0
1844,San Marino,2021,Kemikalier og relaterede produkter,0
1845,Saudi Arabia,2018,Kemikalier og relaterede produkter,141196
1846,Saudi Arabia,2019,Kemikalier og relaterede produkter,135413
1847,Saudi Arabia,2020,Kemikalier og relaterede produkter,105527
1848,Saudi Arabia,2021,Kemikalier og relaterede produkter,161377
1849,Switzerland,2018,Kemikalier og relaterede produkter,1849886
1850,Switzerland,2019,Kemikalier og relaterede produkter,2034564
1851,Switzerland,2020,Kemikalier og relaterede produkter,1728997
1852,Switzerland,2021,Kemikalier og relaterede produkter,1573746
1853,Senegal,2018,Kemikalier og relaterede produkter,1
1854,Senegal,2019,Kemikalier og relaterede produkter,0
1855,Senegal,2020,Kemikalier og relaterede produkter,0
1856,Senegal,2021,Kemikalier og relaterede produkter,0
1857,Serbia,2018,Kemikalier og relaterede produkter,41609
1858,Serbia,2019,Kemikalier og relaterede produkter,39947
1859,Serbia,2020,Kemikalier og relaterede produkter,65506
1860,Serbia,2021,Kemikalier og relaterede produkter,57554
1861,Seychelles,2018,Kemikalier og relaterede produkter,4
1862,Seychelles,2019,Kemikalier og relaterede produkter,0
1863,Seychelles,2020,Kemikalier og relaterede produkter,0
1864,Seychelles,2021,Kemikalier og relaterede produkter,203
1865,Sierra Leone,2018,Kemikalier og relaterede produkter,0
1866,Sierra Leone,2019,Kemikalier og relaterede produkter,0
1867,Sierra Leone,2020,Kemikalier og relaterede produkter,0
1868,Sierra Leone,2021,Kemikalier og relaterede produkter,0
1869,Singapore,2018,Kemikalier og relaterede produkter,21229
1870,Singapore,2019,Kemikalier og relaterede produkter,11685
1871,Singapore,2020,Kemikalier og relaterede produkter,5851
1872,Singapore,2021,Kemikalier og relaterede produkter,52630
1873,Saint Helena,2018,Kemikalier og relaterede produkter,0
1874,Saint Helena,2019,Kemikalier og relaterede produkter,0
1875,Saint Helena,2020,Kemikalier og relaterede produkter,0
1876,Saint Helena,2021,Kemikalier og relaterede produkter,0
1877,Saint Kitts and Nevis,2018,Kemikalier og relaterede produkter,0
1878,Saint Kitts and Nevis,2019,Kemikalier og relaterede produkter,0
1879,Saint Kitts and Nevis,2020,Kemikalier og relaterede produkter,0
1880,Saint Kitts and Nevis,2021,Kemikalier og relaterede produkter,3
1881,Saint Lucia,2018,Kemikalier og relaterede produkter,0
1882,Saint Lucia,2019,Kemikalier og relaterede produkter,0
1883,Saint Lucia,2020,Kemikalier og relaterede produkter,0
1884,Saint Lucia,2021,Kemikalier og relaterede produkter,0
1885,Sint Maarten (NL),2018,Kemikalier og relaterede produkter,0
1886,Sint Maarten (NL),2019,Kemikalier og relaterede produkter,0
1887,Sint Maarten (NL),2020,Kemikalier og relaterede produkter,0
1888,Sint Maarten (NL),2021,Kemikalier og relaterede produkter,1
1889,Saint Pierre and Miquelon,2018,Kemikalier og relaterede produkter,0
1890,Saint Pierre and Miquelon,2019,Kemikalier og relaterede produkter,0
1891,Saint Pierre and Miquelon,2020,Kemikalier og relaterede produkter,0
1892,Saint Pierre and Miquelon,2021,Kemikalier og relaterede produkter,0
1893,Saint Vincent and the Grenadines,2018,Kemikalier og relaterede produkter,0
1894,Saint Vincent and the Grenadines,2019,Kemikalier og relaterede produkter,0
1895,Saint Vincent and the Grenadines,2020,Kemikalier og relaterede produkter,0
1896,Saint Vincent and the Grenadines,2021,Kemikalier og relaterede produkter,0
1897,Slovakia,2018,Kemikalier og relaterede produkter,132103
1898,Slovakia,2019,Kemikalier og relaterede produkter,115119
1899,Slovakia,2020,Kemikalier og relaterede produkter,100844
1900,Slovakia,2021,Kemikalier og relaterede produkter,95316
1901,Slovenia,2018,Kemikalier og relaterede produkter,571624
1902,Slovenia,2019,Kemikalier og relaterede produkter,539150
1903,Slovenia,2020,Kemikalier og relaterede produkter,611261
1904,Slovenia,2021,Kemikalier og relaterede produkter,759640
1905,Somalia,2018,Kemikalier og relaterede produkter,0
1906,Somalia,2019,Kemikalier og relaterede produkter,0
1907,Somalia,2020,Kemikalier og relaterede produkter,0
1908,Somalia,2021,Kemikalier og relaterede produkter,0
1909,South Georgia and Southern Sandwich Islands,2018,Kemikalier og relaterede produkter,0
1910,South Georgia and Southern Sandwich Islands,2019,Kemikalier og relaterede produkter,0
1911,South Georgia and Southern Sandwich Islands,2020,Kemikalier og relaterede produkter,0
1912,South Georgia and Southern Sandwich Islands,2021,Kemikalier og relaterede produkter,0
1913,Soviet Union,2018,Kemikalier og relaterede produkter,0
1914,Soviet Union,2019,Kemikalier og relaterede produkter,0
1915,Soviet Union,2020,Kemikalier og relaterede produkter,0
1916,Soviet Union,2021,Kemikalier og relaterede produkter,0
1917,Spain,2018,Kemikalier og relaterede produkter,1232484
1918,Spain,2019,Kemikalier og relaterede produkter,1344222
1919,Spain,2020,Kemikalier og relaterede produkter,1522118
1920,Spain,2021,Kemikalier og relaterede produkter,2144216
1921,Sri Lanka,2018,Kemikalier og relaterede produkter,144
1922,Sri Lanka,2019,Kemikalier og relaterede produkter,150
1923,Sri Lanka,2020,Kemikalier og relaterede produkter,239
1924,Sri Lanka,2021,Kemikalier og relaterede produkter,5
1925,United Kingdom,2018,Kemikalier og relaterede produkter,3341339
1926,United Kingdom,2019,Kemikalier og relaterede produkter,2946487
1927,United Kingdom,2020,Kemikalier og relaterede produkter,2827291
1928,United Kingdom,2021,Kemikalier og relaterede produkter,2042225
1929,S. Sudan,2018,Kemikalier og relaterede produkter,0
1930,S. Sudan,2019,Kemikalier og relaterede produkter,0
1931,S. Sudan,2020,Kemikalier og relaterede produkter,0
1932,S. Sudan,2021,Kemikalier og relaterede produkter,0
1933,Suriname,2018,Kemikalier og relaterede produkter,0
1934,Suriname,2019,Kemikalier og relaterede produkter,966
1935,Suriname,2020,Kemikalier og relaterede produkter,0
1936,Suriname,2021,Kemikalier og relaterede produkter,0
1937,Svalbard,2018,Kemikalier og relaterede produkter,0
1938,Svalbard,2019,Kemikalier og relaterede produkter,0
1939,Svalbard,2020,Kemikalier og relaterede produkter,0
1940,Svalbard,2021,Kemikalier og relaterede produkter,0
1941,Sweden,2018,Kemikalier og relaterede produkter,5158879
1942,Sweden,2019,Kemikalier og relaterede produkter,5501764
1943,Sweden,2020,Kemikalier og relaterede produkter,5980158
1944,Sweden,2021,Kemikalier og relaterede produkter,7106193
1945,South Africa,2018,Kemikalier og relaterede produkter,37924
1946,South Africa,2019,Kemikalier og relaterede produkter,38700
1947,South Africa,2020,Kemikalier og relaterede produkter,8507
1948,South Africa,2021,Kemikalier og relaterede produkter,26133
1949,South Korea,2018,Kemikalier og relaterede produkter,350768
1950,South Korea,2019,Kemikalier og relaterede produkter,369652
1951,South Korea,2020,Kemikalier og relaterede produkter,409259
1952,South Korea,2021,Kemikalier og relaterede produkter,849010
1953,S. Sudan,2018,Kemikalier og relaterede produkter,0
1954,S. Sudan,2019,Kemikalier og relaterede produkter,0
1955,S. Sudan,2020,Kemikalier og relaterede produkter,0
1956,S. Sudan,2021,Kemikalier og relaterede produkter,2
1957,Sydyemen,2018,Kemikalier og relaterede produkter,0
1958,Sydyemen,2019,Kemikalier og relaterede produkter,0
1959,Sydyemen,2020,Kemikalier og relaterede produkter,0
1960,Sydyemen,2021,Kemikalier og relaterede produkter,0
1961,Syria,2018,Kemikalier og relaterede produkter,3
1962,Syria,2019,Kemikalier og relaterede produkter,7
1963,Syria,2020,Kemikalier og relaterede produkter,4
1964,Syria,2021,Kemikalier og relaterede produkter,2
1965,Tajikistan,2018,Kemikalier og relaterede produkter,0
1966,Tajikistan,2019,Kemikalier og relaterede produkter,0
1967,Tajikistan,2020,Kemikalier og relaterede produkter,0
1968,Tajikistan,2021,Kemikalier og relaterede produkter,0
1969,Taiwan,2018,Kemikalier og relaterede produkter,89319
1970,Taiwan,2019,Kemikalier og relaterede produkter,76160
1971,Taiwan,2020,Kemikalier og relaterede produkter,99926
1972,Taiwan,2021,Kemikalier og relaterede produkter,432282
1973,Tanzania,2018,Kemikalier og relaterede produkter,6
1974,Tanzania,2019,Kemikalier og relaterede produkter,6
1975,Tanzania,2020,Kemikalier og relaterede produkter,1
1976,Tanzania,2021,Kemikalier og relaterede produkter,16
1977,Tchad,2018,Kemikalier og relaterede produkter,0
1978,Tchad,2019,Kemikalier og relaterede produkter,0
1979,Tchad,2020,Kemikalier og relaterede produkter,0
1980,Tchad,2021,Kemikalier og relaterede produkter,0
1981,Thailand,2018,Kemikalier og relaterede produkter,26265
1982,Thailand,2019,Kemikalier og relaterede produkter,64899
1983,Thailand,2020,Kemikalier og relaterede produkter,53390
1984,Thailand,2021,Kemikalier og relaterede produkter,49887
1985,Czechia,2018,Kemikalier og relaterede produkter,3070804
1986,Czechia,2019,Kemikalier og relaterede produkter,3207265
1987,Czechia,2020,Kemikalier og relaterede produkter,3181128
1988,Czechia,2021,Kemikalier og relaterede produkter,4103602
1989,Czechoslovakia,2018,Kemikalier og relaterede produkter,0
1990,Czechoslovakia,2019,Kemikalier og relaterede produkter,0
1991,Czechoslovakia,2020,Kemikalier og relaterede produkter,0
1992,Czechoslovakia,2021,Kemikalier og relaterede produkter,0
1993,Togo,2018,Kemikalier og relaterede produkter,0
1994,Togo,2019,Kemikalier og relaterede produkter,0
1995,Togo,2020,Kemikalier og relaterede produkter,0
1996,Togo,2021,Kemikalier og relaterede produkter,0
1997,Tokelau,2018,Kemikalier og relaterede produkter,0
1998,Tokelau,2019,Kemikalier og relaterede produkter,31
1999,Tokelau,2020,Kemikalier og relaterede produkter,0
2000,Tokelau,2021,Kemikalier og relaterede produkter,0
2001,Tonga,2018,Kemikalier og relaterede produkter,0
2002,Tonga,2019,Kemikalier og relaterede produkter,0
2003,Tonga,2020,Kemikalier og relaterede produkter,0
2004,Tonga,2021,Kemikalier og relaterede produkter,0
2005,Trinidad and Tobago,2018,Kemikalier og relaterede produkter,0
2006,Trinidad and Tobago,2019,Kemikalier og relaterede produkter,0
2007,Trinidad and Tobago,2020,Kemikalier og relaterede produkter,0
2008,Trinidad and Tobago,2021,Kemikalier og relaterede produkter,26
2009,Tunisia,2018,Kemikalier og relaterede produkter,1691
2010,Tunisia,2019,Kemikalier og relaterede produkter,14
2011,Tunisia,2020,Kemikalier og relaterede produkter,585
2012,Tunisia,2021,Kemikalier og relaterede produkter,153
2013,Turkmenistan,2018,Kemikalier og relaterede produkter,0
2014,Turkmenistan,2019,Kemikalier og relaterede produkter,0
2015,Turkmenistan,2020,Kemikalier og relaterede produkter,0
2016,Turkmenistan,2021,Kemikalier og relaterede produkter,0
2017,Turks- and Caicos Islands,2018,Kemikalier og relaterede produkter,0
2018,Turks- and Caicos Islands,2019,Kemikalier og relaterede produkter,0
2019,Turks- and Caicos Islands,2020,Kemikalier og relaterede produkter,0
2020,Turks- and Caicos Islands,2021,Kemikalier og relaterede produkter,0
2021,Tuvalu,2018,Kemikalier og relaterede produkter,0
2022,Tuvalu,2019,Kemikalier og relaterede produkter,0
2023,Tuvalu,2020,Kemikalier og relaterede produkter,0
2024,Tuvalu,2021,Kemikalier og relaterede produkter,0
2025,Turkey,2018,Kemikalier og relaterede produkter,188647
2026,Turkey,2019,Kemikalier og relaterede produkter,167811
2027,Turkey,2020,Kemikalier og relaterede produkter,163294
2028,Turkey,2021,Kemikalier og relaterede produkter,201554
2029,Germany,2018,Kemikalier og relaterede produkter,16667953
2030,Germany,2019,Kemikalier og relaterede produkter,16285769
2031,Germany,2020,Kemikalier og relaterede produkter,17503958
2032,Germany,2021,Kemikalier og relaterede produkter,20686685
2033,United States of America,2018,Kemikalier og relaterede produkter,2551245
2034,United States of America,2019,Kemikalier og relaterede produkter,3913832
2035,United States of America,2020,Kemikalier og relaterede produkter,4271376
2036,United States of America,2021,Kemikalier og relaterede produkter,5034804
2037,United States of America,2018,Kemikalier og relaterede produkter,0
2038,United States of America,2019,Kemikalier og relaterede produkter,0
2039,United States of America,2020,Kemikalier og relaterede produkter,0
2040,United States of America,2021,Kemikalier og relaterede produkter,10
2041,Uganda,2018,Kemikalier og relaterede produkter,0
2042,Uganda,2019,Kemikalier og relaterede produkter,0
2043,Uganda,2020,Kemikalier og relaterede produkter,0
2044,Uganda,2021,Kemikalier og relaterede produkter,0
2045,Ukraine,2018,Kemikalier og relaterede produkter,8977
2046,Ukraine,2019,Kemikalier og relaterede produkter,8466
2047,Ukraine,2020,Kemikalier og relaterede produkter,5467
2048,Ukraine,2021,Kemikalier og relaterede produkter,13485
2049,Hungary,2018,Kemikalier og relaterede produkter,983512
2050,Hungary,2019,Kemikalier og relaterede produkter,1087989
